SNOMED_CID,SNOMED_FSN,SNOMED_ENTITY,UMLS_CUI
297186008,Motorcycle accident ,event,C0574035
298375002,Tenderness of temporomandibular joint ,finding,C0575152
299328006,Deformity of knee joint ,finding,C0576091
301802001,Loin abscess ,disorder,C0263109
302109006,Gastrostomy present ,finding,C1281551
302833002,Paraganglioma ,disorder,C0030421
30542005,Implantation of umbrella into vena cava ,procedure,C0191121
30833006,Vulvar vestibulitis ,disorder,C0269084
308374001,Caffeine-related disorder ,disorder,C0236734
308695001,Intracapsular cataract extraction and insertion of intraocular lens ,procedure,C0586294
309084001,Villous adenoma of colon ,disorder,C0149862
30911005,Cryoglobulinemia ,disorder,C0010403
309465005,Varicella-zoster virus infection ,disorder,C0586989
30956003,Subtotal thyroidectomy ,procedure,C0193790
313157004,Pseudostrabismus ,disorder,C0730504
313259008,"Localized, primary osteoarthritis of elbow ",disorder,C0730576
33048000,Peripheral visual field defect ,finding,C0271193
33209009,Idiopathic progressive polyneuropathy ,disorder,C0154756
33334006,Foreign body in digestive tract ,disorder,C0016546
33629003,Drusen of optic disc ,finding,C0029128
33910007,Postoperative infection ,disorder,C0392618
34361001,Traumatic cataract ,disorder,C0154983
34571000,Anovulation ,finding,C0003128
34580000,"Duodenal ulcer without hemorrhage, without perforation AND without obstruction ",disorder,C0392498
34630004,Pityriasis ,disorder,C0032024
35065006,Primary chronic pseudo-obstruction of colon ,disorder,C0009377
35600002,Strabismic amblyopia ,disorder,C0750903
359908007,Repair of paraesophageal diaphragmatic hernia ,procedure,C0014857
36222008,Carcinoid heart disease ,disorder,C0007093
363390005,Malignant tumor of palate ,disorder,C0153378
363489000,Malignant tumor of neck ,disorder,C0746787
367363000,Right ventricular failure ,disorder,C2939447
36778005,Fracture of distal phalanx of finger ,disorder,C0272696
370471003,Lumbosacral stenosis ,disorder,C1299881
37064009,Hyperproteinemia ,disorder,C0267988
370997001,Primary testicular failure ,disorder,C1384582
372098004,Carcinoma of endocervix ,disorder,C1299237
372126009,Malignant neoplasm of skin of trunk ,disorder,C0496797
37231002,Macular retinal edema ,disorder,C0271051
373600006,Multiple bruising ,finding,C0559567
373610002,Polyp in nasopharynx ,disorder,C0008298
373717006,Premature menopause ,finding,C0025322
38086007,Laryngomalacia ,disorder,C0264303
386802000,Endometrial biopsy ,procedure,C1510477
38708003,Cholesteatoma of attic ,disorder,C0155489
390906007,Follow-up encounter ,procedure,C0849584
39202005,"Coronary artery bypass with autogenous graft, four grafts ",procedure,C0190237
392300000,Phacomorphic glaucoma ,disorder,C0339590
39479004,Telogen effluvium ,disorder,C0263518
396234004,Infective arthritis ,disorder,C0003869
396335001,Acute and chronic cholecystitis ,disorder,C0302472
397117006,Amputation of lower limb ,procedure,C0337308
398114001,Ehlers-Danlos syndrome ,disorder,C0013720
39823006,Generalized atherosclerosis ,disorder,C0017327
402981007,Mycobacteroides chelonae infection of skin ,disorder,C1274392
403898002,Squamous cell carcinoma of skin of lower extremity ,disorder,C1275186
409780002,Acute osteomyelitis ,disorder,C0158371
413428007,Acquired kyphosis ,disorder,C0022822
41411008,Fall from playground equipment ,event,C0337234
414667000,Meningomyelocele ,disorder,C0025312
41663005,Disorder of pinna ,disorder,C0155402
417192005,Saint Louis encephalitis virus infection ,disorder,C0014060
417893002,Deformity ,finding,C0302142
41975002,Insomnia with sleep apnea ,disorder,C0159030
420171008,Fluoroscopic angiography of carotid artery with contrast ,procedure,C1636772
421895002,Peripheral vascular disorder due to diabetes mellitus ,disorder,C1719760
421920002,Cataract of eye due to diabetes mellitus type 1 ,disorder,C1719807
42452002,Thoracic radiculopathy ,disorder,C0154737
425390006,Dementia associated with Parkinson's Disease ,disorder,C1828079
425802001,Bilateral pleural effusion ,disorder,C0747635
425919003,Chronic organic mental disorder ,disorder,C0683405
42655007,Complete bilateral paralysis of vocal cords ,disorder,C0155850
427020007,Cerebral vasculitis ,disorder,C0238051
427419006,Transformed migraine ,disorder,C1960870
427769002,Infection of amputation stump ,disorder,C0392042
427894009,History of augmentation of breast ,situation,C1996954
428072000,History of repair of musculotendinous cuff of shoulder ,situation,C1997157
428220001,Traumatic tear of skin ,disorder,C0877377
428529004,History of bilateral mastectomy ,situation,C1998257
428798001,Closed fracture of tibial plateau ,disorder,C1998255
428834009,History of amputation of finger ,situation,C1997428
429439000,Complex cyst of uterine adnexa ,disorder,C1998127
429479009,History of radiation therapy ,situation,C1996966
430031008,Fetal hydronephrosis ,disorder,C2315709
430166008,Congenital anomaly of peripheral blood vessel ,disorder,C2315820
430474001,Secondary adhesive capsulitis ,disorder,C2316626
431307001,Intentional poisoning caused by drug ,disorder,C2363068
431481001,Chronic pain due to injury ,finding,C2316723
432519008,Increased cancer antigen 125 ,finding,C0948657
438582003,Acute injury of anterior cruciate ligament ,disorder,C2584975
439698008,Hereditary thrombophilia ,disorder,C2584620
441527004,Stimulant abuse ,disorder,C1456332
442309004,Insertion of tunneled venous catheter ,procedure,C2711930
442551007,Dental caries extending into dentin ,disorder,C0266846
44301001,Suicide ,event,C0038661
443416007,Benign adenomatous neoplasm ,disorder,C0001430
443492008,Carcinoid tumor ,disorder,C0007095
443790001,Giant cell tumor ,disorder,C0017525
444150000,Latent syphilis ,disorder,C0039133
444231005,Thymoma ,disorder,C0040100
444387000,Exposure to Bordetella pertussis ,event,C2733132
444408007,Tubular adenoma ,disorder,C0334292
444545003,Glioma of brainstem ,disorder,C0677865
444702007,Irregular bowel habits ,finding,C2919545
444813003,Prophylactic immunotherapy ,procedure,C2919634
445164007,Clotting time above reference range ,finding,C2919296
445424004,Weakness of vocal cord ,finding,C1853729
445445006,Low density lipoprotein cholesterol above reference range ,finding,C2919404
445511002,Orthostatic headache ,finding,C0751186
447071003,Scar of face ,disorder,C2229249
448417001,Sepsis caused by Staphylococcus aureus ,disorder,C2887088
44897000,Mesenteric lymphadenitis ,disorder,C0025469
46210008,Cyst of eyelid ,disorder,C0155218
46422008,Closed fracture of shaft of metacarpal bone ,disorder,C0272687
46706006,Replacement of contraceptive intrauterine device ,procedure,C0035134
47604008,Miliary tuberculosis ,disorder,C0041321
48230001,First degree uterine prolapse ,disorder,C0269125
4834000,Typhoid fever ,disorder,C0041466
4927003,Acute anterior uveitis ,disorder,C0701807
49723003,Intussusception of intestine ,disorder,C0021933
50807007,Femoral-popliteal artery bypass graft with vein ,procedure,C0730038
50821009,Arterial retinal branch occlusion ,disorder,C0006123
50920009,Myocarditis ,disorder,C0027059
51221005,Chronic contact dermatitis ,disorder,C0263240
51742006,Disorder of anterior pituitary ,disorder,C0751437
52089001,Arteritis ,disorder,C0003860
52457000,Ileitis ,disorder,C0020877
52486002,Necrotizing fasciitis ,disorder,C0238124
52497002,Foreign body in conjunctival sac ,disorder,C0161003
52852000,Insertion of bilateral breast prostheses ,procedure,C0405415
5313005,Derangement of posterior horn of medial meniscus ,disorder,C0158056
53165003,Megaloblastic anemia ,disorder,C0002888
53208009,Peroneal tendinitis ,disorder,C0263936
5413009,Abnormal male sexual function ,finding,C0278097
54587008,Simple phobia ,disorder,C0236801
54974006,"Insertion of permanent pacemaker with transvenous electrodes, ventricular ",procedure,C0189818
55162003,Tooth extraction ,procedure,C0040440
55244002,Arthroscopically aided anterior cruciate ligament repair ,procedure,C0187997
56038003,Staphylococcal infectious disease ,disorder,C0038160
56951005,Poisoning caused by cardiotonic glycoside ,disorder,C0412877
58170007,Viral meningitis ,disorder,C0025297
58972000,Dribbling of urine ,finding,C0149671
59213002,"Repair of ruptured supraspinatus tendon, acute ",procedure,C0186619
59523007,Herpes simplex disciform keratitis ,disorder,C0153038
59617007,Severe depressed bipolar I disorder with psychotic features ,disorder,C0236777
60853003,Disorder of magnesium metabolism ,disorder,C0012716
609439002,Drug withdrawal syndrome in neonate of dependent mother ,disorder,C3543847
61536007,Peripheral retinal degeneration ,disorder,C1320640
62531004,Placenta previa marginalis ,disorder,C0266762
62744007,Orthopnea ,finding,C0085619
6285003,Tachyarrhythmia ,disorder,C0080203
62856000,Nonobliterative otosclerosis involving oval window ,disorder,C0155524
63384009,Distorted body image ,finding,C0558116
64144002,Pruritic rash ,disorder,C0033771
64613007,Inflammation of small intestine ,disorder,C0014335
65198009,Arterial thrombosis ,disorder,C0151942
65362007,Acquired cavovarus deformity of foot ,disorder,C0158493
65399007,Langerhans cell histiocytosis ,disorder,C0019621
66112004,Closed fracture of sternum ,disorder,C0159637
66187002,Fatty stool ,finding,C0038238
67125004,Latent syphilis with positive serology ,disorder,C0275858
68550008,Disturbance of temperature regulation of newborn ,disorder,C0456003
69215007,Intolerant of heat ,finding,C0231274
69559004,Mass of retroperitoneal structure ,finding,C0267771
69914001,Stricture of anus ,disorder,C0262374
70342003,Cholelithiasis without obstruction ,disorder,C0267861
7183006,Anophthalmos ,disorder,C0003119
72315009,Inclusion body myositis ,disorder,C0238190
72620002,Nodular degeneration of cornea ,disorder,C0155122
72654001,Supraventricular arrhythmia ,disorder,C0428974
72658003,Prickly heat ,disorder,C0162423
74783009,Stenosis of lacrimal punctum ,disorder,C0155244
75137002,Closed traumatic dislocation of joint of finger ,disorder,C0159957
77091003,Malnutrition of moderate degree ,Gomez: 60 percent to less than 75 percent of standard weight,C0267980
77721001,Opioid intoxication ,disorder,C0029100
7792000,Placenta previa without hemorrhage ,disorder,C0156617
77970009,Benign hypertensive heart disease without congestive heart failure ,disorder,C0392462
781682005,Hyperemia of eye ,finding,C0155169
783729004,Fibromuscular dysplasia of wall of artery ,disorder,C0016052
78514002,Thigh pain ,finding,C0241374
78523004,Late effect of radiation ,disorder,C0160814
79410001,Congenital cataract ,disorder,C0009691
80193009,Postgastric surgery syndrome ,disorder,C0032763
8069005,Implantation of tricuspid valve prosthesis or synthetic device ,procedure,C0190102
81808003,Hemarthrosis ,disorder,C0018924
82523003,Congestive rheumatic heart failure ,disorder,C0155582
82732003,Familial hypokalemic periodic paralysis ,disorder,C0238358
83458005,Agitated depression ,disorder,C0235136
840365009,Placenta circummarginate ,disorder,C0266771
84471002,Slowing of urinary stream ,finding,C0232854
84889008,Parapharyngeal abscess ,disorder,C0155842
85571008,Sensory hearing loss ,disorder,C1691779
86279000,Acute suppurative otitis media with spontaneous rupture of ear drum ,disorder,C0395862
86480004,Open reduction of fracture ,procedure,C0185373
866000008,Abscess of skin and/or subcutaneous tissue caused by ingrown hair ,disorder,C3537055
8782006,Radical perineal prostatectomy ,procedure,C0194820
88230002,Disorder of skeletal system ,disorder,C0263661
88273006,Iatrogenic hypothyroidism ,disorder,C0271803
89634005,"Microbial identification kit, rapid strep method ",procedure,C0201166
89689008,Congenital genu valgum ,disorder,C0265668
9015001,Brain injury without open intracranial wound ,disorder,C0272927
91602002,Thoracentesis ,procedure,C0189477
92059004,Benign neoplasm of choroid ,disorder,C0154028
92258000,Benign neoplasm of orbit ,disorder,C0154023
92503002,Neurofibromatosis type 2 ,disorder,C0027832
92812005,"Chronic leukemia, disease ",disorder,C1279296
93423006,Dermatitis of eyelid ,disorder,C0457798
9389005,Herpes simplex keratitis ,disorder,C0019357
94186002,Secondary malignant neoplasm of bladder ,disorder,C0347011
94393006,Secondary malignant neoplasm of lymph nodes of face ,disorder,C0686623
94623007,Secondary malignant neoplasm of testis ,disorder,C0347003
94889006,Neoplasm of uncertain behavior of kidney ,disorder,C0496927
94963005,Neoplasm of uncertain behavior of nervous system ,disorder,C0346545
94989005,Neoplasm of uncertain behavior of parotid gland ,disorder,C0346455
95317002,Victim of terrorism ,finding,C0686724
95347000,Skin necrosis ,disorder,C0151799
95415006,Polymyalgia ,disorder,C0521516
95531001,Hemorrhagic duodenitis ,disorder,C0341245
95532008,Obstruction of duodenum ,disorder,C0013292
95646004,Cerebellar degeneration ,disorder,C0262404
95663000,Peripheral motor neuropathy ,disorder,C0235025
1052239007,Paresis of left vocal cord ,disorder,C5439448
1052240009,Paresis of right vocal cord ,disorder,C5439449
105387008,Holiday relief care of patient ,regime/therapy,C0686946
105531004,Housing unsatisfactory ,finding,C0587170
109558001,Dieulafoy's vascular malformation ,disorder,C0341217
109996008,"Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts ",disorder,C2981142
110015006,Injury of penis ,disorder,C0347656
111196000,Dermatitis herpetiformis ,disorder,C0011608
111248006,Diastasis of muscle ,disorder,C0158364
111405003,Ureteritis ,disorder,C0041959
111407006,Hemolytic uremic syndrome ,disorder,C0019061
111975006,Prolonged QT interval ,finding,C0151878
112828007,Femoral-popliteal artery bypass graft ,procedure,C0190932
11480007,Idiopathic granulomatous interstitial nephropathy ,disorder,C0268781
116288000,Paralytic stroke ,disorder,C1263853
116339002,Breast finding ,finding,C0425770
118607005,"Hodgkin lymphoma, lymphocyte-rich ",disorder,C1266194
1197061008,Fetal intrapartum and/or early neonatal disorder due to prolapsed cord ,disorder,C5686151
1217699008,Keloid acne scar ,disorder,C5688191
125664002,Open wound of toe ,disorder,C0562512
126789008,Neoplasm of submaxillary gland ,disorder,C1263682
127287001,Intertrochanteric fracture ,disorder,C0162385
127294003,Traumatic or nontraumatic brain injury ,disorder,C1456496
127601009,Hammer toe operation ,procedure,C0188725
128049000,Disorder of cervical spine ,disorder,C1290145
129836000,Noncompliance with therapeutic regimen ,finding,C0184543
13164000,Reduced visual acuity ,finding,C0234632
13267003,Gastric motor function disorder ,disorder,C0267174
134290008,Vocal cord dysfunction ,finding,C0859897
13438001,Overanxious disorder of childhood ,disorder,C0270307
134388005,Monofilament foot sensation test ,procedure,C1277175
13753008,Hemifacial spasm ,finding,C0278152
1415005,Lymphangitis ,disorder,C0024225
14189004,Measles ,disorder,C0025007
14981000,Urethral fistula ,disorder,C0041970
150062003,Osteotomy ,procedure,C0029468
15023006,Thromboendarterectomy with graft of carotid artery by neck incision ,procedure,C0190472
15250008,Disorder of cornea ,disorder,C0010034
15544002,Restrictive cardiomyopathy secondary to infiltrations ,disorder,C0264839
155441006,Polyarteritis nodosa ,disorder,C0031036
15555002,Acute pericarditis ,disorder,C0155679
1563006,Protein S deficiency disease ,disorder,C0242666
161443002,History of hypothyroidism ,situation,C0455486
161445009,History of diabetes mellitus ,situation,C0455488
161675005,History of artificial eyeglobe ,situation,C0455650
161744009,History of miscarriage ,situation,C0438080
161882006,Stiff neck ,finding,C0151315
16564004,"Hartmann operation, rectal resection ",procedure,C0400084
165879008,Autoantibody titer positive ,finding,C0580382
16814004,Pneumococcal infectious disease ,disorder,C0032269
16851005,Mitochondrial myopathy ,disorder,C0162670
168840001,Barium enema abnormal ,finding,C0436515
16922007,Hereditary coagulation factor deficiency ,disorder,C0272316
169734005,Spontaneous rupture of membranes ,finding,C0233308
170537006,Requires a tetanus booster ,finding,C0581025
171014001,Medical counseling ,procedure,C0474166
17155009,Trichotillomania ,disorder,C0040953
174929002,Mechanical prosthetic aortic valve replacement ,procedure,C0396982
18193002,Hypochondriasis ,disorder,C0020604
183668008,Total avulsion of nail plate ,procedure,C1535576
1847009,Endophthalmitis ,disorder,C0014236
18546004,Congenital stenosis of aortic valve ,disorder,C0152417
186903006,Late latent syphilis ,disorder,C1260915
187058000,Histoplasmosis with retinitis ,disorder,C0153278
18773000,Cyclical vomiting syndrome ,disorder,C0152164
187792009,Malignant tumor of tail of pancreas ,disorder,C0153460
188060000,Malignant melanoma of shoulder ,disorder,C0346794
188061001,Malignant melanoma of upper arm ,disorder,C0346795
191461002,Senile dementia with delirium ,disorder,C0154315
191667009,Paranoid disorder ,disorder,C1456784
191714002,Dissociative convulsions ,disorder,C0349245
191819002,Continuous opioid dependence ,disorder,C0338779
192759008,Cerebral venous sinus thrombosis ,disorder,C0338573
19307009,Drug-induced immune thrombocytopenia ,disorder,C0272290
193253000,Myopathy due to Sj”gren's disease ,disorder,C0343238
193638002,Stimulus deprivation amblyopia ,disorder,C0152189
194736003,Mitral and aortic incompetence ,disorder,C0264774
195147006,Thrombus of atrium ,disorder,C0340517
195189003,Cerebral infarction due to thrombosis of cerebral arteries ,disorder,C0451674
195984007,Recurrent bronchiectasis ,disorder,C0339982
196102003,Spontaneous tension pneumothorax ,disorder,C0155907
1963002,Paroxysmal nocturnal hemoglobinuria ,disorder,C0024790
19636003,Monocytosis ,disorder,C0085702
196500001,Submandibular sialolithiasis ,disorder,C0399586
197659005,Atrophy of kidney ,disorder,C0341698
197805009,Postoperative ureteric constriction ,disorder,C0457205
197853008,Recurrent cystitis ,disorder,C0581366
19877001,Rhinophyma ,disorder,C0035466
199088001,Habitual aborter - not delivered ,finding,C0404889
199230006,Pre-existing type 2 diabetes mellitus ,disorder,C0348921
199583002,Rhesus isoimmunization with antenatal problem ,disorder,C0473408
199734003,Abnormal biochemical finding on antenatal screening of mother ,finding,C0451805
199879009,Congenital anomaly of skin ,disorder,C0037268
200586004,Carbuncle of back ,disorder,C0343021
200751004,Abscess of face ,disorder,C0263097
201834006,"Localized, primary osteoarthritis of the hand ",disorder,C0263755
202479004,Acromioclavicular joint pain ,finding,C0458228
202723000,Cervical post-laminectomy syndrome ,disorder,C0158272
202843000,Full thickness rotator cuff tear ,disorder,C0410017
202912006,Flexor tenosynovitis of finger ,disorder,C0410043
203241002,Osteomyelitis of vertebra ,disorder,C0452221
203468000,Aneurysmal bone cyst ,disorder,C0152244
2043009,Alcoholic gastritis ,disorder,C0156076
204342004,Congenital atresia of the pulmonary valve ,disorder,C0242855
204888000,Penile hypospadias ,disorder,C1691215
20607006,Gingivostomatitis ,disorder,C0149704
20636006,Vertical heterophoria ,disorder,C0152218
2073000,Delusions ,finding,C0011253
20734000,Psychologic conversion disorder ,disorder,C0009946
20793008,Scapulalgia ,finding,C0231655
208629000,"Closed fracture of tibia and fibula, shaft ",disorder,C0159864
208921000,"Acute meniscal tear, lateral ",disorder,C0434993
208981003,Closed traumatic dislocation ankle joint ,disorder,C0434692
210565009,Open wound of hand with complication ,disorder,C0432980
210987008,Abrasion of face ,disorder,C0432794
21120002,Osteomyelitis of lower leg ,disorder,C0264028
211486004,Contusion of anterior abdominal wall ,disorder,C0432753
21664006,Chronic meningitis ,disorder,C0154653
217094006,Fall from steps ,event,C0417023
217699002,Bite of nonvenomous snakes and lizards ,event,C0546830
218164000,Accident caused by electric current ,event,C0261740
22240003,Pericoronitis ,disorder,C0031055
224960004,Tired ,finding,C0849970
225565007,Perineal pain ,finding,C0240717
22911007,Closed traumatic dislocation of joint of shoulder region ,disorder,C0434579
230482003,Carotidynia ,disorder,C0238902
230808006,Brain ventricular shunt obstruction ,disorder,C0394032
231543005,Speech and language disorder ,disorder,C0023009
231866000,Conjunctival foreign body ,disorder,C0339177
232017001,Anterior proliferative vitreoretinopathy ,disorder,C0339468
232254004,Chronic non-suppurative otitis media ,disorder,C0395869
232340005,Disorder of nasal cavity ,disorder,C0339820
232613003,Attention to tracheostomy ,procedure,C0740204
233182007,Permanent cardiac pacemaker procedure ,procedure,C0397438
233445008,Transjugular intrahepatic portosystemic shunt ,procedure,C0339897
233456008,Stripping of vein ,procedure,C0149807
233659006,Asbestos-induced pleural plaque ,disorder,C0340025
233816003,Postoperative cardiac complication ,disorder,C0340276
233844002,Accelerated coronary artery disease in transplanted heart ,disorder,C0340326
233988005,Carotid artery aneurysm ,disorder,C0340639
234109007,Lymphocele ,disorder,C0024248
235849009,Small intestinal gangrene ,disorder,C0235327
235853006,Angiodysplasia of intestine ,disorder,C0267367
235985005,Fecal peritonitis ,disorder,C0473119
236005001,Malignant ascites ,disorder,C0220656
236488005,Renal artery occlusion ,disorder,C0553718
236570004,Renal transplant rejection ,disorder,C0238217
236708007,Calyceal renal calculus ,disorder,C0403714
238742005,Acne keloidalis ,disorder,C0001145
238772004,Livedo reticularis ,disorder,C0085642
239737007,Contracture of joint of finger ,disorder,C0343146
239777004,Knee pyogenic arthritis ,disorder,C0409542
239791005,Seropositive rheumatoid arthritis ,disorder,C0409651
239993003,Ischial bursitis ,disorder,C0410076
240028007,Enthesopathy of foot region ,disorder,C0410119
240036003,Tenosynovitis of fingers ,disorder,C0410139
240198002,Osteoporotic vertebral collapse ,disorder,C0410549
240302002,Neonatal erythroderma ,disorder,C0263324
240530001,Epstein-Barr virus disease ,disorder,C0149678
24548005,Cyst of vagina ,disorder,C0241619
246656009,Loss of part of visual field ,finding,C0422987
247467008,Comedone ,disorder,C0221228
248523006,Rectal mass ,finding,C0240873
248861000,Atrophic vulva ,disorder,C0156393
249263004,Adhesions of foreskin ,disorder,C0426348
249444002,Vocal cord cyst ,disorder,C0426551
249915009,Hand joint stiff ,finding,C0427036
251036003,Aortic root dilatation ,disorder,C0238669
251166008,Atrioventricular nodal re-entry tachycardia ,disorder,C0039232
251331003,Alveolar periostitis ,disorder,C0013240
253184003,Chiari malformation ,disorder,C0003803
253785008,Generalized congenital intestinal dysmotility ,disorder,C0345247
254462001,Carcinoma of parotid gland ,disorder,C0345602
254570009,Carcinoma of duodenum ,disorder,C0541912
254588001,Polyp of intestine ,disorder,C0021846
254622008,Squamous cell carcinoma of bronchus ,disorder,C1314696
255052006,Malignant neoplasm of unknown origin ,disorder,C0027667
255155005,Pleomorphic adenoma of parotid gland ,disorder,C0349571
25604001,Traumatic injury of common peroneal nerve ,disorder,C0161470
262952002,Traumatic intracranial subdural hematoma ,disorder,C0475060
262966007,Rupture of muscle ,disorder,C0149732
265132005,Primary open reduction and internal fixation of proximal femoral fracture with screw/nail and plate device ,procedure,C0407300
265636007,Cerclage of cervix ,procedure,C0195681
268228006,Undescended testes - bilateral ,disorder,C0431663
268481000,Child health care ,regime/therapy,C0008078
269460009,Malignant tumor of greater curve of stomach ,disorder,C0153423
269485000,Benign tumor of breast ,disorder,C0346156
269578002,Malignant melanoma of head and neck ,disorder,C0587060
271479005,Benign neoplasm of pituitary gland and craniopharyngeal duct ,disorder,C0347525
271808008,Generalized edema ,finding,C1850534
274134003,Leukoplakia ,disorder,C0023531
274331003,Surgical biopsy of breast ,procedure,C0585992
275448003,Perianal dermatitis ,disorder,C0554478
275517008,Superficial vein thrombosis ,disorder,C0235511
275917000,Lithium monitoring ,finding,C0344226
276720006,Dysmorphism ,disorder,C1737329
276954004,Squamous cell carcinoma of floor of mouth ,disorder,C0280300
277890004,Toe swelling ,finding,C0457084
279029001,Pain in cervical spine ,finding,C0423674
282760004,Clavicle injury ,disorder,C0560626
283359004,Laceration of forehead ,disorder,C0561236
28391008,Localized retinal edema ,disorder,C0271050
284470004,Premature atrial contraction ,disorder,C0033036
287001000,"Cellulitis of leg, excluding foot ",disorder,C0263159
28715001,Objective tinnitus ,finding,C0155534
28884001,"Moderate bipolar I disorder, single manic episode ",disorder,C0236758
289794001,Lesion of cervix ,finding,C0235656
290113009,Bloody nipple discharge ,disorder,C0541951
29260007,Immunoglobulin A deficiency ,disorder,C0162538
298167002,Finger joint inflamed ,finding,C0574948
299647001,Amputated above knee ,finding,C0576404
300092000,Lesion of external ear ,disorder,C0576825
300197009,Ear problem ,finding,C0262174
30238006,Secondary female infertility ,disorder,C0269230
302849000,Nephroblastoma ,disorder,C0027708
302851001,Synovial sarcoma ,disorder,C0039101
302896008,Keratoconjunctivitis sicca ,disorder,C0022575
302910002,Atherosclerotic renal artery stenosis ,disorder,C0340557
30731004,Glossodynia ,disorder,C0017672
308068007,History of treatment for ischemic heart disease ,situation,C0585894
308665009,Biological pulmonary valve replacement ,procedure,C0553907
308899009,Unsatisfactory living conditions ,finding,C0586387
309083007,Abscess of back ,disorder,C0586556
309557009,Numbness of face ,finding,C0239511
31216003,Profound intellectual disability ,disorder,C0020796
313071005,Counseling for substance abuse ,procedure,C0730421
313341008,International Normalized Ratio raised ,finding,C0853225
314201008,Dislocation of hip joint prosthesis ,disorder,C1281995
314788004,Divergence insufficiency ,disorder,C1282376
31487001,Disseminated idiopathic skeletal hyperostosis ,disorder,C0020498
315058005,Hereditary nonpolyposis colon cancer ,disorder,C1333990
31611000,Multiple personality disorder ,disorder,C0026773
31975004,Fracture of navicular bone of wrist ,disorder,C0272654
32402008,Facial spasm ,finding,C0278151
32477003,Heart-lung transplant with recipient cardiectomy-pneumonectomy ,procedure,C0189810
3253007,Discoloration of skin ,finding,C0151907
32805004,Fractures of multiple bones of lower limb ,disorder,C0272709
33325001,Compensatory emphysema ,disorder,C0155918
33413000,Ectopic beats ,disorder,C0340464
3345002,Idiopathic osteoporosis ,disorder,C0158447
34250006,Benign mucous membrane pemphigoid ,disorder,C0030804
34631000,Administration of vaccine product containing only Rabies lyssavirus antigen ,procedure,C0042205
35055000,Band-shaped keratopathy ,disorder,C0155120
35195001,Frostbite of foot ,disorder,C0161737
35742006,Congenital syphilis ,disorder,C0039131
35745008,Umbilical discharge ,finding,C0232502
35908007,Chronic arthritis ,disorder,C0263680
359901001,Neuroplasty and transposition of median nerve at carpal tunnel ,procedure,C0196934
36046008,Ischiorectal abscess ,disorder,C0149816
36179005,Reversible ischemic neurologic deficit syndrome ,disorder,C0553690
363360003,Malignant tumor of anterior two-thirds of tongue ,disorder,C0153354
363411007,Malignant tumor of appendix ,disorder,C0496779
363445000,Malignant tumor of vagina ,disorder,C0042237
363457009,Malignant tumor of renal pelvis ,disorder,C0153618
363459007,Malignant tumor of urethra ,disorder,C0153620
363516004,Malignant tumor of penis ,disorder,C0153601
367401004,Myelogram ,procedure,C0026995
367460001,Pituitary dwarfism ,disorder,C0013338
367489004,Infantile malignant osteopetrosis ,disorder,C1318518
36758002,Late effect of fracture of lower extremities ,disorder,C0160778
370240005,Superficial laceration of foot ,disorder,C1299975
37031009,Motion sickness ,finding,C0026603
37098000,Cellulitis of external nose ,disorder,C0263140
371128008,Occupational injury ,disorder,C0521168
371686006,Infection caused by Mycobacterium avium-intracellulare group ,disorder,C1299471
372103002,Carcinoma of glottis ,disorder,C0740083
37236007,Dermabrasion ,procedure,C0011593
373415004,Implantation of posterior chamber intraocular lens ,procedure,C1298763
373436002,Infection caused by Mycobacterium intracellulare ,disorder,C0026916
37373007,Meckel's diverticulum ,disorder,C0025037
37471005,Extrinsic allergic alveolitis ,disorder,C0002390
37871000,Acute hepatitis ,disorder,C0267797
37941009,Rumination disorder ,disorder,C0154575
385715006,Cardiac care ,regime/therapy,C0150158
38739001,Hepatic vein thrombosis ,disorder,C0019154
392133001,Pigment dispersion syndrome ,disorder,C1271398
39335003,Closed fracture of four ribs ,disorder,C0159621
39526006,Redundant prepuce ,disorder,C0345325
3972004,Primary insomnia ,disorder,C0033139
397810006,Pyosalpinx ,disorder,C0034220
397827003,Growth hormone deficiency ,disorder,C0271561
39837002,Alternating esotropia ,disorder,C0152205
399357009,Thiamine deficiency ,disorder,C0039841
399901005,Acquired plantar keratoderma ,disorder,C1302709
400003000,Delayed puberty ,disorder,C0034012
400159008,Congenital vascular malformation ,disorder,C1961121
40059006,Creation of aortofemoral shunt ,procedure,C0190430
402698005,Dermatitis of external ear ,disorder,C1274148
402843003,Venous lake ,disorder,C0948672
402894005,Recurrent genital herpes simplex ,disorder,C1274323
403191005,Partial thickness burn ,disorder,C0332687
403915004,Basal cell carcinoma of scalp ,disorder,C1275194
404134006,Anaplastic large T-cell systemic malignant lymphoma ,disorder,C1275317
405555006,Hemorrhage of urethra ,disorder,C0241558
405822008,Squamous cell carcinoma of larynx ,disorder,C0280324
40650009,Obstruction of colon ,disorder,C0235328
408750000,"Complex regional pain syndrome, type II, upper limb ",disorder,C1443291
41207000,Adenoviral pneumonia ,disorder,C0276156
41308008,Acute follicular conjunctivitis ,disorder,C0155143
413532003,Anemia due to blood loss ,disorder,C0948824
414821002,Neonatal candidiasis ,disorder,C0276682
415992005,Disorder of right cardiac ventricle ,disorder,C1562299
416033009,Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma ,finding,C1562306
416519002,Family history of renal stone ,situation,C1563033
417044008,"Hydatidiform mole, benign ",disorder,C0549315
