Word,POS,IOB,Tag
worsening,JJ,B-NP,I-PROBLEM
cough,NN,I-NP,I-PROBLEM
near,JJ,B-NP,B-PROBLEM
strangulation,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
tracheoesophageal,JJ,I-NP,I-PROBLEM
fistula,NN,I-NP,I-PROBLEM
tumor,NN,I-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
right,JJ,I-NP,I-PROBLEM
upper,JJ,I-NP,I-PROBLEM
lobe,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
tracheoesophageal,JJ,I-NP,I-PROBLEM
fistula,NN,I-NP,I-PROBLEM
necrotic,JJ,B-NP,B-PROBLEM
debris,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
distal,JJ,I-NP,I-PROBLEM
trachea,NN,I-NP,I-PROBLEM
radiation,NN,B-NP,B-PROBLEM
esophagitis,NN,I-NP,I-PROBLEM
focal,JJ,B-NP,B-PROBLEM
ulceration,NN,I-NP,I-PROBLEM
ventilator,JJ,B-NP,B-PROBLEM
dependent,NN,I-NP,I-PROBLEM
seizure,NN,B-NP,B-PROBLEM
activity,NN,I-NP,I-PROBLEM
some,DT,B-NP,B-PROBLEM
generalized,JJ,I-NP,I-PROBLEM
slowing,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
apparent,JJ,B-NP,I-PROBLEM
postoperative,JJ,I-NP,I-PROBLEM
encephalopathy,NN,I-NP,I-PROBLEM
shaking,VBG,O,B-PROBLEM
significant,JJ,I-NP,B-PROBLEM
change,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
pericardial,JJ,I-NP,I-PROBLEM
effusion,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
focal,JJ,I-NP,I-PROBLEM
collection,NN,I-NP,I-PROBLEM
abscess,NN,B-NP,B-PROBLEM
intermittently,RB,O,B-PROBLEM
febrile,JJ,O,I-PROBLEM
bilateral,JJ,B-NP,B-PROBLEM
air,NN,I-NP,I-PROBLEM
space,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
pneumonia,NN,B-NP,B-PROBLEM
adult,NN,B-NP,B-PROBLEM
respiratory,JJ,B-NP,I-PROBLEM
distress,JJ,I-NP,I-PROBLEM
syndrome,NN,I-NP,I-PROBLEM
renal,JJ,B-NP,B-PROBLEM
failure,NN,I-NP,I-PROBLEM
aminoglycoside,VB,O,B-PROBLEM
toxicity,NN,B-NP,I-PROBLEM
inability,NN,B-NP,B-PROBLEM
to,TO,O,I-PROBLEM
wean,VB,O,I-PROBLEM
a,DT,B-NP,B-PROBLEM
coma,NN,I-NP,I-PROBLEM
Staphylococcus,NNP,B-NP,B-PROBLEM
septicemia,NN,B-NP,B-PROBLEM
Pseudomonas,NNP,B-NP,B-PROBLEM
aeruginosa,NN,I-NP,I-PROBLEM
yeast,NN,B-NP,B-PROBLEM
fluid,JJ,B-NP,B-PROBLEM
collections,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
large,JJ,I-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
pleural,JJ,I-NP,I-PROBLEM
effusion,NN,I-NP,I-PROBLEM
Klebsiella,NNP,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
pleural,JJ,I-NP,I-PROBLEM
effusion,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
coma,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
pressor,JJ,B-NP,I-PROBLEM
support,NN,I-NP,I-PROBLEM
requirement,NN,I-NP,I-PROBLEM
tachypneic,JJ,B-NP,B-PROBLEM
episodes,NNS,I-NP,I-PROBLEM
bradycardia,NN,B-NP,B-PROBLEM
asystole,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
perforated,JJ,I-NP,I-PROBLEM
colon,NN,I-NP,I-PROBLEM
cancer,NN,I-NP,I-PROBLEM
metastatic,JJ,B-NP,B-PROBLEM
disease,NN,I-NP,I-PROBLEM
A,DT,B-NP,B-PROBLEM
tumor,NN,I-NP,I-PROBLEM
squamous,JJ,B-NP,B-PROBLEM
cell,NN,I-NP,I-PROBLEM
carcinoma,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
situ,NN,B-NP,I-PROBLEM
KNOWN,NNP,I-NP,B-PROBLEM
DRUG,NNP,I-NP,I-PROBLEM
ALLERGIES,NNP,I-NP,I-PROBLEM
trouble,NN,B-NP,B-PROBLEM
incident,NN,B-NP,B-PROBLEM
progressive,JJ,B-NP,B-PROBLEM
respiratory,NN,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
adult,NN,B-NP,B-PROBLEM
respiratory,NN,I-NP,I-PROBLEM
distress,NN,I-NP,I-PROBLEM
syndrome,NN,I-NP,I-PROBLEM
chronic,JJ,B-NP,B-PROBLEM
obstructive,JJ,I-NP,I-PROBLEM
pulmonary,JJ,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
asthma,NN,B-NP,B-PROBLEM
ulcerative,JJ,B-NP,B-PROBLEM
colitis,NN,I-NP,I-PROBLEM
Pseudomonas,NNP,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
air,NN,I-NP,I-PROBLEM
leak,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
Pseudomonas,NNP,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
urinary,JJ,B-NP,I-PROBLEM
tract,NN,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
yeast,NN,B-NP,B-PROBLEM
hemoptysis,NN,B-NP,B-PROBLEM
Wegner,NNP,B-NP,B-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
Goodpasture,NNP,B-NP,B-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
DVT,NNP,I-NP,I-PROBLEM
substantially,RB,O,B-PROBLEM
further,JJ,B-NP,I-PROBLEM
hemoptysis,NN,I-NP,I-PROBLEM
extremely,RB,O,B-PROBLEM
ventilator,JJ,B-NP,I-PROBLEM
requirement,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
smoker,NN,I-NP,I-PROBLEM
tobacco,NN,B-NP,B-PROBLEM
recreational,JJ,B-NP,B-PROBLEM
drug,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
left,NN,I-NP,I-PROBLEM
carotid,NN,I-NP,I-PROBLEM
ophthalmic,JJ,B-NP,I-PROBLEM
aneurysm,NN,I-NP,I-PROBLEM
complications,NNS,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
angiocele,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
her,PRP$,O,I-PROBLEM
groin,NN,B-NP,I-PROBLEM
Angiocele,NNP,B-NP,B-PROBLEM
hematoma,NN,B-NP,B-PROBLEM
drift,NN,I-NP,B-PROBLEM
hematoma,NN,I-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
her,PRP$,O,I-PROBLEM
groin,NN,B-NP,I-PROBLEM
site,NN,I-NP,I-PROBLEM
Her,PRP$,O,B-PROBLEM
visual,JJ,B-NP,I-PROBLEM
fields,NNS,I-NP,I-PROBLEM
Her,PRP$,O,B-PROBLEM
extraocular,JJ,B-NP,I-PROBLEM
movements,NNS,I-NP,I-PROBLEM
Angio,NNP,B-NP,B-PROBLEM
site,NN,I-NP,I-PROBLEM
Parkinson,NNP,B-NP,B-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
revolving,VBG,O,I-PROBLEM
anterolateral,JJ,B-NP,I-PROBLEM
wall,NN,I-NP,I-PROBLEM
myocardial,JJ,B-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
severe,JJ,B-NP,B-PROBLEM
retrosternal,JJ,I-NP,I-PROBLEM
chest,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
new,JJ,I-NP,I-PROBLEM
right,NN,I-NP,I-PROBLEM
bundle,NN,I-NP,I-PROBLEM
branch,NN,I-NP,I-PROBLEM
block,NN,I-NP,I-PROBLEM
left,VBD,B-VP,B-PROBLEM
anterior,JJ,B-NP,I-PROBLEM
hemiblock,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
complete,JJ,B-NP,B-PROBLEM
heart,NN,I-NP,I-PROBLEM
block,NN,I-NP,I-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
congestive,JJ,B-NP,B-PROBLEM
heart,NN,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
dominant,JJ,I-NP,I-PROBLEM
right,JJ,I-NP,I-PROBLEM
coronary,JJ,I-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
minor,JJ,B-NP,B-PROBLEM
disease,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
20%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
a,DT,O,B-PROBLEM
severe,JJ,O,I-PROBLEM
80%,CD,O,I-PROBLEM
proximal,JJ,B-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
filling,VBG,O,I-PROBLEM
defect,JJ,B-NP,I-PROBLEM
intraluminal,JJ,B-NP,B-PROBLEM
thrombus,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
minor,JJ,O,I-PROBLEM
40%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
dilated,JJ,I-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
ventricle,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
area,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
anterolateral,JJ,O,I-PROBLEM
",",",",O,I-PROBLEM
apical,JJ,O,I-PROBLEM
",",",",O,I-PROBLEM
and,CC,O,I-PROBLEM
septal,JJ,B-NP,I-PROBLEM
akinesis,NN,I-NP,I-PROBLEM
Her,PRP$,O,B-PROBLEM
risk,NN,B-NP,I-PROBLEM
factors,NNS,I-NP,I-PROBLEM
coronary,JJ,B-NP,B-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
positive,JJ,I-NP,I-PROBLEM
family,NN,I-NP,I-PROBLEM
history,NN,I-NP,I-PROBLEM
an,DT,O,B-PROBLEM
elevated,VBN,O,I-PROBLEM
cholesterol,NN,B-NP,I-PROBLEM
level,NN,I-NP,I-PROBLEM
Parkinson,NNP,B-NP,B-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
intraluminal,JJ,B-NP,B-PROBLEM
thrombus,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
greater,JJR,O,I-PROBLEM
than,IN,B-VP,I-PROBLEM
10%,CD,O,I-PROBLEM
loss,NN,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
initial,JJ,I-NP,I-PROBLEM
gain,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
less,JJR,O,I-PROBLEM
than,IN,B-VP,I-PROBLEM
10%,CD,O,I-PROBLEM
residual,JJ,B-NP,I-PROBLEM
narrowing,NN,I-NP,I-PROBLEM
decrease,NN,I-NP,B-PROBLEM
multiple,JJ,B-NP,B-PROBLEM
medical,JJ,I-NP,I-PROBLEM
problems,NNS,I-NP,I-PROBLEM
polyendocrine,JJ,B-NP,B-PROBLEM
deficiency,NN,I-NP,I-PROBLEM
adrenal,JJ,B-NP,B-PROBLEM
insufficiency,NN,I-NP,I-PROBLEM
DM,NNP,B-NP,B-PROBLEM
premature,NN,B-NP,B-PROBLEM
ovarian,JJ,B-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
hypoparathyroidism,NN,B-NP,B-PROBLEM
addison,NN,B-NP,B-PROBLEM
's,POS,O,I-PROBLEM
disease,NN,B-NP,I-PROBLEM
breast,NN,B-NP,B-PROBLEM
CA,NNP,I-NP,I-PROBLEM
depression,NN,B-NP,B-PROBLEM
suicide,NN,I-NP,B-PROBLEM
attempts,NNS,I-NP,I-PROBLEM
tylenol,NN,I-NP,B-PROBLEM
with,IN,B-VP,I-PROBLEM
codeine,NN,B-NP,I-PROBLEM
overdose,NN,I-NP,I-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
weaker,JJR,O,B-PROBLEM
than,IN,B-VP,I-PROBLEM
usual,JJ,O,I-PROBLEM
increased,VBN,O,B-PROBLEM
pain,NN,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
her,PRP$,O,I-PROBLEM
lower,JJR,B-NP,I-PROBLEM
back,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
arthritis,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
prodrome,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
LH,NNP,B-NP,I-PROBLEM
LOC,NNP,I-NP,B-PROBLEM
fall,NN,B-NP,B-PROBLEM
any,DT,B-NP,B-PROBLEM
tunnel,NN,I-NP,I-PROBLEM
vision,NN,I-NP,I-PROBLEM
darkened,VBN,O,B-PROBLEM
vision,NN,B-NP,I-PROBLEM
focal,JJ,B-NP,B-PROBLEM
weakness,NN,I-NP,I-PROBLEM
bowel,NN,I-NP,B-PROBLEM
/,VBZ,O,I-PROBLEM
bladder,JJR,B-NP,I-PROBLEM
incont,NN,I-NP,I-PROBLEM
aura,NN,I-NP,B-PROBLEM
postictal,JJ,I-NP,B-PROBLEM
state,NN,I-NP,I-PROBLEM
recall,VB,O,B-PROBLEM
falling,VBG,O,I-PROBLEM
hit,VBD,B-VP,B-PROBLEM
her,PRP,O,I-PROBLEM
nose,JJ,O,I-PROBLEM
and,CC,O,I-PROBLEM
her,PRP$,O,I-PROBLEM
R,NNP,B-NP,I-PROBLEM
knee,NN,I-NP,I-PROBLEM
recall,VB,O,B-PROBLEM
hitting,VBG,O,I-PROBLEM
her,PRP$,O,I-PROBLEM
head,NN,B-NP,I-PROBLEM
decreased,JJ,B-NP,B-PROBLEM
PO,NNP,I-NP,I-PROBLEM
intake,NN,I-NP,I-PROBLEM
dehydrated,VBN,O,B-PROBLEM
LOC,NNP,B-NP,B-PROBLEM
LOC,NNP,B-NP,B-PROBLEM
her,PRP$,O,B-PROBLEM
fall,NN,B-NP,I-PROBLEM
passing,VBG,O,B-PROBLEM
out,RP,O,I-PROBLEM
this,DT,B-NP,B-PROBLEM
episode,NN,I-NP,I-PROBLEM
any,DT,B-NP,B-PROBLEM
recent,JJ,I-NP,I-PROBLEM
nausea,NN,I-NP,I-PROBLEM
vomiting,VBG,O,B-PROBLEM
any,DT,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
with,IN,B-VP,I-PROBLEM
urination,NN,B-NP,I-PROBLEM
incontinence,NN,B-NP,B-PROBLEM
any,DT,B-NP,B-PROBLEM
recent,JJ,I-NP,I-PROBLEM
cough,NN,I-NP,I-PROBLEM
chest,NN,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
chest,NN,B-NP,B-PROBLEM
palpitations,NNS,I-NP,I-PROBLEM
heart,NN,B-NP,B-PROBLEM
racing,NN,I-NP,I-PROBLEM
soaking,VBG,O,B-PROBLEM
NS,NNP,B-NP,I-PROBLEM
subj,JJ,B-NP,B-PROBLEM
/,NNP,I-NP,I-PROBLEM
obj,NN,I-NP,I-PROBLEM
fevers,NNS,I-NP,I-PROBLEM
chills,NNS,B-NP,B-PROBLEM
depressed,JJ,O,B-PROBLEM
suicidal,JJ,B-NP,B-PROBLEM
ideation,NN,I-NP,I-PROBLEM
polyglandular,JJ,I-NP,B-PROBLEM
autoimmune,NN,I-NP,I-PROBLEM
syndrome,VBN,O,I-PROBLEM
suicide,RB,O,B-PROBLEM
overdose,JJ,O,I-PROBLEM
depression,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
syncopal,JJ,I-NP,I-PROBLEM
episode,NN,I-NP,I-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
hypotension,NN,I-NP,B-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
fevers,NNS,B-NP,B-PROBLEM
sepsis,NN,B-NP,B-PROBLEM
afebrile,RB,O,B-PROBLEM
orthostasis,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
fever,NN,I-NP,I-PROBLEM
slightly,RB,O,B-PROBLEM
tachycardic,JJ,O,I-PROBLEM
febrile,JJ,O,B-PROBLEM
increasingly,RB,O,B-PROBLEM
tachycardic,JJ,O,I-PROBLEM
hypotensive,JJ,O,B-PROBLEM
coag,VBP,O,B-PROBLEM
negative,JJ,B-NP,I-PROBLEM
staph,NN,I-NP,I-PROBLEM
loosening,NN,I-NP,B-PROBLEM
inflammation,NN,B-NP,B-PROBLEM
trace,NN,B-NP,B-PROBLEM
AR,NNP,I-NP,I-PROBLEM
MR,NNP,I-NP,B-PROBLEM
recurrent,NN,B-NP,B-PROBLEM
fever,NN,I-NP,I-PROBLEM
these,DT,B-NP,B-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
Hypotension,NN,B-NP,B-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
syncope,NN,B-NP,B-PROBLEM
poor,JJ,B-NP,B-PROBLEM
PO,NNP,I-NP,I-PROBLEM
intake,NN,I-NP,I-PROBLEM
afebrile,RB,O,B-PROBLEM
orthostatic,JJ,B-NP,B-PROBLEM
vital,NN,I-NP,I-PROBLEM
signs,NNS,I-NP,I-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
infectious,JJ,B-NP,B-PROBLEM
source,NN,I-NP,I-PROBLEM
injury,NN,B-NP,B-PROBLEM
syncope,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
fever,NN,I-NP,I-PROBLEM
recurrent,JJ,B-NP,B-PROBLEM
hypotension,NN,I-NP,I-PROBLEM
fevers,NNS,B-NP,B-PROBLEM
tachycardia,NN,B-NP,B-PROBLEM
an,DT,B-NP,B-PROBLEM
infectious,JJ,I-NP,I-PROBLEM
source,NN,I-NP,I-PROBLEM
infection,NN,B-NP,B-PROBLEM
infection,NN,B-NP,B-PROBLEM
hospital,NN,B-NP,B-PROBLEM
aquired,VBD,B-VP,I-PROBLEM
pneumonia,NN,B-NP,I-PROBLEM
GI,NNP,B-NP,B-PROBLEM
sources,NNS,I-NP,I-PROBLEM
hip,NN,I-NP,B-PROBLEM
infection,NN,I-NP,I-PROBLEM
shock,VB,O,B-PROBLEM
liver,RB,O,I-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
little,JJ,B-NP,B-PROBLEM
valvular,JJ,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
two,CD,O,B-PROBLEM
loud,JJ,B-NP,I-PROBLEM
systolic,JJ,I-NP,I-PROBLEM
murmurs,NNS,I-NP,I-PROBLEM
inflammation,NN,I-NP,B-PROBLEM
loosening,NN,B-NP,B-PROBLEM
coag,NNS,B-NP,B-PROBLEM
negative,JJ,B-NP,I-PROBLEM
staph,NN,I-NP,I-PROBLEM
Addison,NNP,B-NP,B-PROBLEM
's,POS,O,I-PROBLEM
superimposed,VBN,O,B-PROBLEM
infection,NN,B-NP,I-PROBLEM
Elevated,JJ,B-NP,B-PROBLEM
LFTs,NNP,I-NP,I-PROBLEM
elevated,VBD,B-VP,B-PROBLEM
shock,NN,B-NP,B-PROBLEM
liver,NN,I-NP,I-PROBLEM
hypotension,NN,B-NP,B-PROBLEM
hepatitis,NN,B-NP,B-PROBLEM
cholangitis,NN,B-NP,B-PROBLEM
choledocholithiasis,NN,B-NP,B-PROBLEM
shock,VBN,O,B-PROBLEM
liver,RB,O,I-PROBLEM
her,PRP$,O,B-PROBLEM
hypotensive,JJ,B-NP,I-PROBLEM
episode,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
transaminitis,NN,I-NP,I-PROBLEM
Hypoparathyroidism,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
chronic,JJ,I-NP,I-PROBLEM
problem,NN,I-NP,I-PROBLEM
Addison,NNP,B-NP,B-PROBLEM
's-,CD,O,I-PROBLEM
hypotensive,JJ,O,B-PROBLEM
febrile,JJ,O,B-PROBLEM
these,DT,B-NP,B-PROBLEM
symptoms.,NNS,I-NP,I-PROBLEM
DM,NN,B-NP,B-PROBLEM
R,NNP,B-NP,B-PROBLEM
Hip,NNP,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
hip,NN,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
pathology,NN,B-NP,B-PROBLEM
failure,NN,B-NP,B-PROBLEM
Pain,NN,B-NP,B-PROBLEM
pain,VB,O,B-PROBLEM
arthritis,NN,B-NP,B-PROBLEM
Depression,NN,B-NP,B-PROBLEM
suicidal,JJ,B-NP,B-PROBLEM
ideation,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
suicide,JJ,I-NP,I-PROBLEM
attempt,NN,I-NP,I-PROBLEM
depressed,VBN,O,B-PROBLEM
very,RB,O,B-PROBLEM
depressed,JJ,O,I-PROBLEM
refractory,NN,B-NP,B-PROBLEM
psychotic,JJ,B-NP,B-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
any,DT,B-NP,B-PROBLEM
suicidality,NN,I-NP,I-PROBLEM
depression,NN,I-NP,B-PROBLEM
HI,NNP,B-NP,B-PROBLEM
SI,NNP,B-NP,B-PROBLEM
illusions,NNS,B-NP,B-PROBLEM
hallucinations,NNS,B-NP,B-PROBLEM
bilateral,JJ,B-NP,B-PROBLEM
hand,NN,I-NP,I-PROBLEM
numbness,NN,I-NP,I-PROBLEM
occasional,JJ,B-NP,B-PROBLEM
weakness,NN,I-NP,I-PROBLEM
these,DT,B-NP,B-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
C5-6,JJ,I-NP,I-PROBLEM
disc,NN,I-NP,I-PROBLEM
herniation,NN,I-NP,I-PROBLEM
cord,NN,B-NP,B-PROBLEM
compression,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
T2,NNP,I-NP,I-PROBLEM
signal,JJ,B-NP,I-PROBLEM
change,NN,I-NP,I-PROBLEM
partial,JJ,B-NP,B-PROBLEM
decompression,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
spinal,JJ,I-NP,I-PROBLEM
canal,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
hyperreflexia,NN,B-NP,I-PROBLEM
Her,PRP$,O,B-PROBLEM
pain,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
pelvic,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
ovarian,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
14,CD,O,I-PROBLEM
x,NN,B-NP,I-PROBLEM
14,CD,O,I-PROBLEM
x,JJ,O,I-PROBLEM
10,CD,O,I-PROBLEM
cm,JJ,B-NP,I-PROBLEM
pelvic,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
multiple,JJ,B-NP,B-PROBLEM
enlarged,JJ,I-NP,I-PROBLEM
lymph,NN,I-NP,I-PROBLEM
nodes,NNS,I-NP,I-PROBLEM
pelvic,JJ,B-NP,B-PROBLEM
mass,NN,I-NP,I-PROBLEM
An,DT,B-NP,B-PROBLEM
estimated,JJ,I-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
loss,NN,I-NP,I-PROBLEM
benign,RB,O,B-PROBLEM
mucinous,JJ,B-NP,I-PROBLEM
cystadenoma,NN,I-NP,I-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
some,DT,B-NP,B-PROBLEM
tachycardia,JJ,I-NP,I-PROBLEM
tachycardia,NN,I-NP,B-PROBLEM
postoperatively,RB,O,I-PROBLEM
asymptomatic,JJ,O,B-PROBLEM
Her,PRP$,O,B-PROBLEM
tachycardia,NN,B-NP,I-PROBLEM
HTN,NNP,B-NP,B-PROBLEM
hyperchol,NN,B-NP,B-PROBLEM
black,JJ,B-NP,B-PROBLEM
tarry,NN,I-NP,I-PROBLEM
stools,NNS,I-NP,I-PROBLEM
loose,JJ,B-NP,B-PROBLEM
stools,NNS,I-NP,I-PROBLEM
dark,JJ,O,B-PROBLEM
tarry,NN,B-NP,B-PROBLEM
Epigastric,NNP,B-NP,B-PROBLEM
discomfort,NN,I-NP,I-PROBLEM
gurgling,VBG,O,B-PROBLEM
gas-like,JJ,B-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
lightheadedness,NN,I-NP,B-PROBLEM
pain,NN,B-NP,B-PROBLEM
BRBPR,NNP,I-NP,B-PROBLEM
n/v/d,RB,O,B-PROBLEM
recent,JJ,B-NP,B-PROBLEM
fevers,NNS,I-NP,I-PROBLEM
chills,NNS,B-NP,B-PROBLEM
any,DT,B-NP,B-PROBLEM
hemetemesis,NN,I-NP,I-PROBLEM
orthostatic,JJ,O,B-PROBLEM
unable,JJ,O,B-PROBLEM
to,TO,O,I-PROBLEM
tolerate,VB,O,I-PROBLEM
complaints,NNS,I-NP,B-PROBLEM
lightheadedness,NN,B-NP,B-PROBLEM
black,JJ,B-NP,B-PROBLEM
tarry,NN,I-NP,I-PROBLEM
stools,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
non,JJ,I-NP,I-PROBLEM
bleeding,NN,I-NP,I-PROBLEM
ulcer,NN,I-NP,I-PROBLEM
gastritis,NN,B-NP,B-PROBLEM
GI,NNP,B-NP,B-PROBLEM
bleed,NN,I-NP,I-PROBLEM
metastatic,JJ,B-NP,B-PROBLEM
RCC,NNP,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
renal,JJ,I-NP,I-PROBLEM
insufficiency,NN,I-NP,I-PROBLEM
shortness,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
fever,NN,B-NP,B-PROBLEM
chest,NN,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
fatigued,VBN,O,B-PROBLEM
congested,VBD,B-VP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
new,JJ,I-NP,I-PROBLEM
fever,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
mild,JJ,I-NP,I-PROBLEM
cough,NN,I-NP,I-PROBLEM
non-productive,JJ,O,B-PROBLEM
aspiration,NN,B-NP,B-PROBLEM
events,NNS,I-NP,I-PROBLEM
choking,VBG,O,B-PROBLEM
mild,JJ,B-NP,B-PROBLEM
reflux,NN,I-NP,I-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
SOB,NNP,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
low,JJ,B-NP,I-PROBLEM
oxygen,NN,I-NP,I-PROBLEM
saturation,NN,I-NP,I-PROBLEM
chills,NNS,B-NP,B-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
