Entity,Match,Matched Entity,Score
Mitral Valve Replacement;,True,HX of mitral valve replacement,0.8651635
Arrythmia,False,Anosmia,0.8183135
goal inr 2.5 - 3.5.,False,DM 2 w bilat proliferative retinopathy,0.6860144
RR< 12,False,BMI <20 adult,0.7536231
"GI bleed,",False,Gout,0.7225294
infection in your GI tract,False,URI (upper respiratory infection),0.8189473
gastric varices,True,Gastric varices,0.99999994
perioperative,False,"AV block, postoperative",0.71868175
pain management,True,Wound drainage,0.85594475
blood glucose management.,False,Long term insulin therapy,0.80038977
diuresiss,False,Enuresis,0.84900475
lower extremity edema.,True,Right stromal corneal edema,0.871853
decreased hematocrit,True,"Benign neoplasm, lip",0.8622792
Incisional pain,True,Incisional hernia,0.89793295
PEs.,False,IUD insertion,0.77466923
Pulmonary emboli:,True,Recurrent pulmonary embolism,0.8738215
NSCLCa,False,MSSA carrier,0.68959963
Intermittent Atrial Tachycardia:,True,Atrial tachycardia,0.95020354
oral sores:,False,Oral soft tissue disorder,0.8150817
"RA,",False,Anuria,0.7472071
biliary sepsis,True,Biliary colic,0.8890084
hypotensive/unstable,False,Orthostatic hypotension,0.8071164
rapid afib with decompensation,False,Late effect of intracerebral hemorrhage,0.8027351
"sepsis,",False,SARS pneumonia,0.8224757
E. coli,True,E coli pneumonia,0.88999057
E. coli.,True,E coli pneumonia,0.90206796
drop in platelets,False,Change in bowel habit,0.80609363
RA,False,Rash,0.8488806
sepsis,True,Listerial sepsis,0.8673068
urosepsis,False,Hematemesis,0.8333003
"biliary sepsis,",True,"Postthrombotic ulcer, unspecified site and depth",0.8873899
hemodynamic support.,False,Hemodialysis dependence,0.8033159
?urosepsis.,False,Onychomadesis,0.8194915
Afib:,False,FHX of CAD,0.73492754
bladder spasms,True,Bladder spasm,0.9380731
low ejection fraction).,False,Hx of bilat below elbow amputation,0.70337605
coronary artery disease-,True,Congenital coronary artery anomaly,0.89593244
AV paced,False,Breakthrough bleeding,0.82679117
coronary artery disease.,True,Coronary arteritis,0.89104974
"diabetes mellitus,",False,Measles complicated by pneumonia,0.8113308
encephalopathy,True,Encephalopathy,1.0000002
seizure.,False,"Seizure, unspecified",0.8293936
"cardiogenic shock,",True,Cardiogenic shock,0.86068505
cardiogenic shock.,True,Cardiogenic shock,0.8601899
inotropic effect,False,"Apraxia, late effect of ischemic stroke",0.7947118
low CO.,False,MRSA carrier,0.751041
temp 102.5,False,DM 1,0.70204484
"SOB,.",False,Rash,0.7711619
rash on chest,False,Localized swelling on back,0.8496869
hives on neck,False,Spider nevus of skin,0.7653559
constipating,True,Constipation,0.8919456
"constipated,",False,Atonic constipation,0.7159438
toothache,True,Toothache,1.0
UGI bleed,False,Skull fx,0.7374376
GI bleed:,False,Open skull fx,0.6950897
GI bleeds.,False,Left lunate Fx,0.72958887
Thrombocytopenic,True,Hx of thrombocytopenia,0.872599
SBP prophylaxis,False,Prophylactic Rho(D) immune globulin administration,0.80284566
Smoking cessation,False,Neonatal exposure to tobacco smoke,0.74226713
cardiac arrest,False,Terminal illness,0.8459877
low hct.,False,Elevated LDH,0.79574555
Chronic Systolic Dysfunction:,True,Diastolic dysfunction,0.8712097
Diarrhea.,True,Diarrhea,0.9201715
Polymyalgia Rheumatica:,True,Polymyalgia rheumatica,1.0000002
bioprosthetic valve.,False,Nonsurgical wound dressing change or removal,0.7985686
to prevent blood clots around the valve.,False,HX of artificial heart valve replacement,0.7820693
help your heart pump better,False,Heart murmur,0.64981246
to prevent blood clots,False,Bronchiolitis due to metapneumovirus,0.78202945
toxic-metabolic encephalopathy,True,Metabolic encephalopathy,0.919127
AF),False,Bandemia,0.7345193
fevers/chills/cough/allergies,False,Whooping cough due to Bordetella parapertussis w pneumonia,0.74762535
infected cyst,True,Infected sebaceous cyst,0.8623946
Type II DM,False,Type 2 MI,0.77947235
ATRA syndrome,True,Angelman syndrome,0.87538797
pulmonary leak.,True,Pulmonary air leak,0.90607613
elevated bilirubin.,True,Elevated total bilirubin,0.8975861
tumor lysis syndrome,True,Tumor lysis syndrome,1.0
pulmonary leak,True,Pulmonary air leak,0.94304734
Toxic Metabolic Encephalopathy:,True,Metabolic encephalopathy,0.9203243
(TLS),False,HX of stroke,0.6810273
TLS,False,Bandemia,0.7964158
diurese,False,Enuresis,0.7078745
Bilateral Subdural Hematomas:,True,Subdural hematoma due to birth trauma,0.92788076
Positive Blood Cultures:,False,Positive MRSA culture,0.7804209
better coverage of gut pathogens.,False,Vaccination for viral hepatitis A and hepatitis B,0.7748582
fungal pathogens.,False,Fungal pneumonia,0.8320631
GPCs in chains.,False,Adhesions of bilat TMJ,0.7181656
Elevated Glucose:,False,Elevated serum cobalt,0.82523835
VRE coverage.,False,Vulvar burning,0.7685252
Gastroenteritis,True,Gastroenteritis,1.0000001
pain/nausea/vomiting,False,Nausea and vomiting,0.8073096
Autoimmune hepatitis:,True,Autoimmune hepatitis,0.93948543
high grade S aureus bacteremia,True,MRSA bacteremia,0.8918779
occult anemia.,True,Chronic anemia,0.8754879
high ascites drain output,False,Extravasation of iv contrast media,0.7635914
persistent abdominal pain.,True,Abdominal pain,0.8830571
Acinetobacter Baumanii,False,Achromobacter pneumonia,0.82786644
generalized edema.,False,Functional enuresis,0.7511456
headache.,False,Mixed headache,0.84982383
hypertensive.,True,Hypertensive crisis,0.858308
Immunosuppression,True,Long term immunosuppression therapy,0.93822384
Autoimmune hepatitis.,True,Autoimmune hepatitis,0.93535006
2+ leg edema.,False,Leg edema,0.82918334
food allergens,False,Food additive allergy,0.8131952
diverticulitis.,True,Diverticulitis,0.95650136
diverticulitis,True,Diverticulitis,1.0000001
developed a fever/rash,False,Spotted fever due to Rickettsia conorii,0.78816134
severe skin rash,True,Skin infection,0.9056691
Allergic reaction,True,Allergic reaction,1.0
severe rash/renal,False,Left acute iritis,0.8290076
PE,False,Arthritis,0.7296884
"+Nausea/vomiting,",False,Hx of severe nausea vomiting due to anesthesia,0.8051859
carcinoma of lung,True,"Small cell carcinoma, left lung lower lobe",0.8927376
poor PO intake.,False,Inadequate sleep hygiene,0.7956945
DVT prophylaxis,False,Prophylactic Rho(D) immune globulin administration,0.81501913
GI prophylaxis.,False,Serological relapse after treatment of latent early syphilis,0.7974522
Heart burn.,False,Heart murmur,0.7802392
Nausea,True,Nausea,0.99999976
SBP,False,AV block,0.77704096
coffee ground emesis,False,Vitamin K overdose,0.7416561
UPPER GI BLEED:,False,Hx of reverse right total shoulder arthroplasty,0.7617569
concern for perforation,False,Colon perforation,0.8263321
elevated WBC.,False,Elevated CA 125,0.7118846
RENAL FAILURE,True,Renal failure,1.0
nephrotoxity,False,Nephrotoxic serum nephritis,0.84001493
encephalopathy ppx.,True,Encephalopathy,0.8973456
DIARRHEA,True,Diarrhea,0.9999999
"SBP,",False,Rh negative,0.74001575
aneurysm,True,Congenital aneurysm,0.93185437
SAH;,False,Rh positive,0.72179633
SAH.,False,Ainhum,0.772943
to maintain goal blood pressures.,False,Body fluid retention,0.73893523
increased ICPs.,False,Elevated serum cobalt,0.76467943
sustained ICP levels of 23,False,Exposure to COVID-19,0.7797973
systolic blood pressure in 60's.The,False,Low blood pressure reading,0.76410854
goal MAP > 100,False,Severe obesity (BMI >= 40),0.6855496
stridor.,True,Stridor,0.8780023
post procedure pain or discomfort.,False,Chronic postoperative pain,0.823303
Severe headache,True,Chronic daily headache,0.9031013
worsening headache,True,Chronic tension headache,0.8598131
lip and tongue swelling,False,Tongue swelling,0.8490927
astham,False,Mania,0.8275557
chronic uterine bleeding.,True,Recurrent vaginal cancer,0.8674336
anaphylaxis type reaction.,False,Blood product anaphylaxis,0.82594067
anaphylaxis.,True,Anaphylaxis,0.9315102
swelling of the lips and tongue.,False,Swelling of bilat fingers,0.7860937
allergic reaction,True,Allergic reaction,1.0
MRSA),False,MRSA carrier,0.82661396
pseudomonas).,False,Pseudomonas infection,0.7982112
pseudomonas,True,Pseudomonas UTI,0.9201676
(MRSA/Pseudomonas),False,Trichomonas infection,0.7962121
MRSA/Pseudomonas,True,Pseudomonas UTI,0.85000587
Pseudomonas.,True,Pseudomonas pneumonia,0.8837565
avoid resistance,False,Fall risk,0.77811104
COPD:,False,FHX of CAD,0.7680561
Anxiety:,False,Separation anxiety,0.82467127
Chest Pain:,True,Chest pain,0.8692571
Abdominal pain:,True,Abdominal pain,0.89079463
Nausea/vomiting.,True,Nausea and vomiting,0.8909984
/vomiting.,False,Persistent vomiting,0.76803255
Anxiety,True,Confusion,0.8885008
extensive GI bleeding,False,Vomiting after GI surgery,0.82196915
platelet count of 14,False,IV drug use,0.6121795
dysfunctional platelets.,False,Drug induced platelet dysfunction,0.8383889
severe nausea,True,Persistent vomiting,0.87688
bloody stool,True,Bulky stool,0.86181575
renal insufficiency;,True,Renal insufficiency,0.92898583
"neutropenia,",True,"Neutropenia, unspecified",0.9207573
MDS,False,MSSA pneumonia,0.7950853
maintain her platelet count over 50,False,Positive MRSA culture,0.6619742
Neutropenic fever:,True,"Neutropenic fever, unspecified",0.93939483
MDS treatment,False,MSSA infection,0.8099539
neutropenic.,False,Neutropenic splenomegaly,0.768381
"rash),",False,Back disorder,0.7849469
fluid overload,False,Fluid volume disorder,0.79595006
"afebrile,",False,Febrile UTI,0.7572387
afebrile,False,Febrile UTI,0.7235246
MDS:,False,PPD positive,0.6759917
dry nose.,False,Dry mouth,0.8139089
hyponatremia.,True,Hyponatremia,0.9482425
bilateral,True,Pneumonia,0.89739233
pleural effusions.,True,Pleural effusion,0.9060974
C Diff colitis:,False,Hx of colitis,0.8345193
SDH,False,ADHD,0.7842319
ICD,False,MRSA pneumonia,0.748819
meningitis proprolaxis,True,Hemophilus meningitis,0.92503273
