Entity,Match,Matched Entity,Score
frozen section,False,Repeated falls,0.8260197
voiding well,False,Voiding dysfunction,0.8375082
the Foley catheter,False,Catheter complication,0.8006643
Betadine paint,False,Iron overdose,0.78211296
blow drying,False,Dry skin,0.83135974
several times a day,False,Irregular periods,0.7168274
05-03-1993,False,Elevated CA 27-29,0.59945345
the Oreiewlefell Merkane I Penaltbridgesgreat University Medical Center,False,Marasmic Kwashiorkor,0.7367337
ulcerative colitis,True,Acute left sided ulcerative colitis,0.9334672
a sputum culture,False,Vulvar varices,0.7232786
manipulation of the tracheal tube,False,"CAD of internal mammary artery graft, wo angina",0.83865136
the air leak,False,Gas pain,0.8057903
a new trach,False,Vulvar burning,0.73290336
high ventilator support,False,Mechanical complication of ventilator,0.8132893
lung biopsy,False,Lung transplant rejection,0.8281218
completely cultured,False,Positive culture finding,0.6853122
antibiotic coverage,False,Long term antibiotic therapy,0.80606955
the Pseudomonas,False,Pseudomonas UTI,0.83042717
The steroids,False,Pain crisis,0.75222796
anti-Candida regimen,False,"Contraceptive ring, initial prescription",0.7413409
his urinary tract infection,True,Urinary tract obstruction,0.8775875
an exotic bleeding work up,False,Occult blood in stool,0.72871923
Wegner &apos;s,False,"Vasculitis w glomerulonephritis, unspecified",0.728838
Goodpasture &apos;s,False,Fhx of barretts esophagus,0.7713312
very high FIO2,False,Hx of STI,0.7591118
a DVT,False,Hx of DVT,0.8318403
a trial of TPA,False,Long term gold therapy,0.7491089
substantially further hemoptysis,True,Hemoptysis,0.893757
the fifth,False,Central vertigo,0.75851953
extremely ventilator requirement,False,Mechanical complication of ventilator,0.8230208
ventilator support,False,Mechanical complication of ventilator,0.8254319
the comfort measures,False,Elder nutritional neglect,0.7380971
13-09-2017,False,Elevated CA 27-29,0.5495818
15-09-2017,False,Elevated CA 27-29,0.5218282
a diagnostic cerebral angiogram,False,Hx of colonoscopy,0.8041022
the patient 's vital signs,False,Head and neck symptom,0.749736
Her heart rate,False,Chest pain,0.73261285
Her SPO2,False,Type 2 MI,0.7330369
times 6,False,Repeated falls,0.7581903
Xanax,False,GI anthrax,0.6813736
times 3,False,Repeated falls,0.7785715
Vitamin E,True,Vitamin C deficiency,0.88852096
Tubal ligation,True,Tubal ligation,1.0
Cystectomy,True,Hx of total cystectomy,0.8562441
Breast lesion excision,True,Vaginal lesion,0.8810394
4 years ago,False,Angry,0.6376872
recreational drug,False,Drug overdose,0.8264109
a coiling,False,Short cord,0.81720513
stent placement,False,Wound drainage,0.7901068
the left carotid ophthalmic aneurysm,True,Right internuclear ophthalmoplegia,0.88739574
Postoperative check,True,Postoperative pneumonia,0.87519336
Her temperature,False,Headache,0.83905435
Her pulse,False,Bleeding,0.7550106
her O2 saturation,False,Abnl coagulation profile,0.735957
Her labs,False,Vertigo,0.8217985
a white blood count,False,Skin tag,0.7731937
Her coags,False,Benign shuddering attacks,0.8127907
her PT,False,Elder neglect,0.8441007
her INR,False,Right iritis,0.7893095
Her electrolytes,False,Electrolyte imbalance,0.76481736
physical exam,False,Pregnancy test negative,0.7538359
the angiocele in her groin,False,Derangement of bilat knees,0.7196618
The assessment,False,Declines lab draws,0.8146117
neurologically stable,False,Retrograde amnesia,0.74144876
q. 1-hour,False,HX of ST elevation MI,0.71123433
neuro checks,True,Neurosis,0.8836507
Her PTT,False,MRSA carrier,0.7932538
remain flat,False,Callosity,0.7297932
4 hours,False,Pain,0.69584215
postoperative day 1,False,Postoperative ileus,0.791424
Her IPs,False,MRSA carrier,0.78652036
hematoma in her groin site,True,Left breast hematoma,0.86183417
a temperature,False,Canities,0.8150369
Postoperative day 2,False,Postoperative pneumonia,0.7814884
all vital signs,False,Vascular birthmark,0.75112146
Her visual fields,False,Pain crisis,0.7880465
Her extraocular movements,False,Bilat elevated intraocular pressure,0.79030776
Angio site,False,CAD w stable angina,0.72508353
"clean , dry",False,Dry mouth,0.662206
intact without bleeding or drainage,False,Retained portion of placenta or membranes WO hemorrhage,0.79536223
Discharge condition,False,Declines procedure,0.7819742
ambulating on her own,False,Sleepwalking,0.67317235
tolerating a p.o. diet,False,Right TMJ derangement,0.6490306
8-15-93,False,Elevated CA 27-29,0.6375078
08-22-93,False,Elevated CA 27-29,0.5854287
Parkinson &apos;s disease,False,Parkinsons variant,0.80913174
twenty years,False,Growing pains,0.72363925
the Gemenadentoolpai Medical Center,False,Marasmic Kwashiorkor,0.722378
a revolving anterolateral wall myocardial infarction,False,Atlantoaxial rotatory subluxation,0.8082688
the care,False,Benign shuddering attacks,0.79409033
referred,True,Plague,0.8974545
further therapy,False,Declines radiation therapy,0.81433046
prior significant cardiac history,False,Incomplete SAB W cardiac arrest,0.818704
her local medical doctor &apos;s office,False,Abnl histology finding,0.69528866
severe retrosternal chest pain,True,Precordial chest pain,0.90441823
a new right bundle branch block,True,Right bundle branch block,0.8831309
left anterior hemiblock,True,Left anterior fascicular hemiblock,0.9364985
Her hospital course,False,Breakthrough bleeding,0.80931115
a myocardial infarction,True,Postmyocardial infarction syndrome,0.93089
MB fraction,False,Canities,0.790188
temporary pacing wire,False,Kissing spine,0.8431311
a permanent pacemaker implantation,True,Hx of implantable cardiac pacemaker (removed),0.8528728
a left ventricular end diastolic pressure,True,Chronic left ventricular systolic dysfunction,0.8718697
a dominant right coronary artery,False,Occlusion of coronary artery stent,0.84116584
minor disease,False,Parasitic disease,0.8432734
a 20% stenosis,False,CABG stenosis,0.8107694
a severe 80% proximal stenosis,False,Bilat degenerative progressive high myopia,0.81730103
a filling defect,False,Duplicated collecting system w obstruction,0.7957346
intraluminal thrombus,True,Penile venous thrombosis,0.8825984
a minor 40% stenosis,False,Rectal stenosis,0.79846585
Cine left ventriculogram,True,Hx of ventriculoperitoneal shunt revision,0.8515849
a dilated left ventricle,True,Left ventricular dilatation,0.90786284
"an area of anterolateral , apical , and septal akinesis",False,"Acute ST elevation MI, anterolateral wall",0.81740427
The left ventricular ejection fraction,True,Left ventricular dilatation,0.8760141
the Heaonboburg Linpack Grant Medical Center,False,Bilat hollenhorst plaque,0.73008984
coronary angioplasty,True,Coronary arteritis,0.9033661
Her risk factors,False,Occupational exposure to risk factor,0.7710755
an elevated cholesterol level,False,Elevated blood alcohol level,0.8486505
the Medical Service,False,Genetic counseling,0.7130937
the Neurology Department,False,Neurosis,0.7715856
percutaneous transluminal coronary angioplasty of the proximal left anterior descending,True,"Hemangioma, subcutaneous tissue",0.86586934
balloon angioplasty,True,"Benign neoplasm, descending colon",0.8640708
a local dissection,False,Artery dissection,0.795567
a greater than 10% loss in the initial gain,False,Megacolon not due to hirschsprungs,0.70311415
directional coronary atherectomy,True,Coronary arteritis,0.8737322
an excellent angiographic outcome,False,Treadmill stress test negative for angina pectoris,0.7463709
a less than 10% residual narrowing,False,Satisfactory cervical Pap but no transformation zone,0.7486601
a relook coronary angiography,False,"Presence of stent, right coronary artery",0.8208223
ongoing benefit,False,Institutional upbringing,0.7715925
the initial coronary atherectomy,True,Hx of gastric bypass surgery,0.85308695
the initial gain,False,Convergence excess,0.76265025
directional atherectomy,True,Hx of appendectomy,0.855857
the rest of the hospitalization,False,Hourglass stricture and stenosis of stomach,0.681372
the Pasi,False,Lower UTI,0.7969204
further rehabilitation therapy,False,Declines radiation therapy,0.7990127
12-07-2017,False,Elevated CA 27-29,0.52949196
17-07-2017,False,Elevated CA 27-29,0.5098521
polyendocrine deficiency,True,Endocrine disorder,0.9088977
premature ovarian failure,True,Premature ovarian failure,1.0000002
addison 's disease,False,Myopathy due to Addison disease,0.83592445
breast CA,False,Accessory breast,0.84595674
suicide attempts,False,Heroin overdose,0.8470655
tylenol with codeine overdose,True,Acetaminophen overdose,0.9086498
the FICU,False,Nevus,0.7666979
the medical Mary Lane Hospital,False,Hutchinsons triad,0.711725
the psychiatric Mary Lane Hospital in Boston Medical Center 4,False,Hx of Wilms tumor,0.67643946
further psychiatric w/u,False,DM 1 w eye manifestation,0.742383
"This morning , 12-07-2017",False,"46, XX true hermaphrodite",0.5548143
weaker than usual,False,Sleep related groaning,0.7028401
increased pain in her lower back,False,Upper back pain,0.8388288
her arthritis,False,Headache,0.8133691
stood from her wheelchair,False,Bulky stool,0.65939736
a prodrome of LH,False,Hx of STI,0.767654
any tunnel vision,True,Right tunnel vision,0.85414773
darkened vision,True,Confusion,0.8512652
focal weakness,True,Persistent miosis,0.8598463
bowel / bladder incont,True,Bowel obstruction,0.87133586
postictal state,False,Duodenal mass,0.7595624
recall falling,False,Callosity,0.80262524
hit her nose and her R knee,False,Open cat bite of left ankle,0.73233414
recall hitting her head,False,Traumatic head injury,0.71659154
decreased PO intake,False,Elevated serum cobalt,0.848099
the time of her fall,False,Fear of falling,0.7165944
Early this morning,False,Intentional tremor,0.7046255
her BS,False,Crystal arthritis,0.8360291
her BP,True,Elder neglect,0.8602086
her fall,False,Collapsing pulse,0.79458904
Her systolic BP measurements,False,Fetal ultrasound marker w echogenic bowel,0.7333976
the past few weeks,False,Irregular periods,0.5972957
passing out,False,Rib pain,0.7867944
August of 2004,False,Change of job,0.6856323
7 hours,False,Headache,0.700505
any recent nausea,False,Suspected elder abuse,0.7437538
vomiting,True,Vomiting,0.9999999
last week,False,Burnout,0.7668958
any pain with urination,False,Straining on urination,0.8401381
any recent cough,False,Suspected elder neglect,0.7243357
chest palpitations,True,Palpitations,0.912779
heart racing,False,Chest pain,0.7965586
2 nights,False,Irregular periods,0.73387575
soaking NS,False,Back disorder,0.8389979
subj / obj fevers,False,Bilat tmj disorder w meniscus displacement,0.7756024
all her medications,False,Pain crisis,0.7351607
polyglandular autoimmune syndrome,True,Cold autoimmune hemolytic anemia,0.92182904
suicide overdose,True,Ecstasy overdose,0.8902471
Whittier Rehab Hospital 4,False,Assisted living facility patient,0.6723813
a syncopal episode,False,Near syncope,0.755643
hypotension,True,Hypotension,1.0000002
a negative UA,False,Rh negative,0.7786144
a clear chest xray,False,Abnl chest Xray,0.76541394
slightly tachycardic,False,Neonatal tachycardia,0.8467806
a standing IVF order,False,"Supervision high risk pregnancy, hx of cesarean section",0.7432103
increasingly tachycardic,True,Neonatal tachycardia,0.86976534
stress dose steroids,False,Long term inhaled steroid therapy,0.79871184
fluid boluses,False,Vulvar mass,0.75188875
The above treatments,False,Declines lab draws,0.76312107
coag negative staph,False,Abnl cervical Pap LGSIL (low grade squamous intraepithelial lesion),0.815268
Stress dose steroids,False,Long term inhaled steroid therapy,0.79871184
7 day course,False,Normal delivery,0.690083
a R hip film,False,Hx of bilat total hip arthroplasty,0.69930804
trace AR,False,Glare,0.832232
recurrent fever,True,Recurrent pneumonia,0.91332364
Franciscan Children 's Hospital & Rehab Center 4,False,Assisted living facility patient,0.7458877
her potassium,False,Iron overdose,0.8337128
her fludrocortisone,False,Bilat hydroxychloroquine retinopathy,0.74949455
Mass. Mental Health Center 5,False,Assisted living facility patient,0.72388536
poor PO intake,False,Back disorder,0.7940095
orthostatic vital signs,False,Orthotopic ureterocele,0.8199448
infectious source,False,Viral pneumonia,0.8254315
chest xray,True,Abnl chest Xray,0.85579354
Neuro exam,True,Neurosis,0.8655438
recurrent hypotension,True,Chronic hypotension,0.9527416
an infectious source,False,Infectious disease carrier,0.82468563
localizing signs,False,Peripheral vertigo,0.7992505
culture data,False,Peer problems,0.7617248
RUQ US,False,Macule,0.79133254
tylenol screen,False,Phenytoin overdose,0.7610084
this dose,False,Breakthrough bleeding,0.8249092
a urine tox,False,Cardiac tamponade,0.7705279
hospital aquired pneumonia,False,Lobar pneumonia,0.78813034
GI sources,False,Incomplete SAB,0.7062073
hip infection,True,Kidney infection,0.9016921
Her transaminases,False,Elevated transaminase,0.81160986
shock liver,True,Traumatic shock,0.8588699
an echo,False,Tremor,0.80441475
little valvular disease,True,Perianal paget disease,0.85853505
two loud systolic murmurs,False,"Combined systolic and diastolic heart failure, acute",0.7019307
a hip film,False,Breakthrough bleeding,0.78300416
Urine culture,False,Nitrate overdose,0.82922673
A line,False,Confusion,0.7944052
peripheral IV,False,Acute MI,0.8323813
remained hemodynamically stable with good UOP,False,Abnl plasma viscosity,0.7473725
Addison 's,False,Crystal arthritis,0.7092263
superimposed infection,True,Interstitial pneumonia,0.8523091
her basal predinisone,False,Isolated proteinuria w mesangial proliferative glomerulonephritis,0.7934129
fludrocortisone dose,False,Long term levothyroxine suppression therapy,0.8032685
Elevated LFTs,False,Elevated ALT,0.7487643
Hepatitis serologies,False,Viral hepatitis carrier,0.8454732
her hypotensive episode,False,Maternal hypotension syndrome,0.8257736
the transaminitis,False,Mediastinitis,0.7852775
calcium levels,False,Protein C deficiency,0.81287014
Calcium carbonate,False,Potassium overdose,0.7902389
calcium gluconate,False,Poisoning by salicylate,0.7826078
the day prior to discharge,False,False labor at or after 37 weeks,0.698434
calcium PO,True,Iron overdose,0.866892
Addison 's-,False,Crystal arthritis,0.6375644
basal prednisone,False,Chondral defect,0.778347
these symptoms.,False,Gi symptoms,0.7670543
a 01:15 carb counting scheme,False,Hx of syncope,0.67788404
a 01:30 correction factor,False,HX of ST elevation MI,0.69583577
the day of discharge,False,Failed medical induction of labor,0.72601473
her glucose,True,Plague,0.86456466
the mornings,False,Irregular periods,0.73092467
R Hip pain,True,Spine pain,0.8515198
hip pain,True,Neck pain,0.9238795
A R hip film,False,Hx of bilat total hip arthroplasty,0.69930804
her hip replacement,False,Skin tag,0.7868881
Mediplex Rehab Hospital 4,False,Long term custodial care facility patient,0.7424515
a suicide attempt,False,Attempted suicide w injury,0.8300398
this attempt,False,Callosity,0.82437444
her attempt,False,Plague,0.84326315
very depressed,False,Agitation,0.80093014
One day prior to her transfer,False,Problems related to release from prison,0.7158308
her ativan,False,Vulvar burning,0.7656462
psychotic symptoms,True,Brief psychotic disorder,0.8894934
any suicidality,True,Suicidal ideation,0.852641
heparin subcutaneously,False,Hepatosplenic T-cell lymphoma,0.83382607
06-02-2005,False,Elevated CA 27-29,0.55121255
06-05-2005,False,Elevated CA 27-29,0.58286077
bilateral hand numbness,False,Chronic right arm pain,0.8215413
occasional weakness,False,Periodic paralysis,0.8451976
progressively gotten worse,False,Cracked tooth,0.62979174
a workup,False,Change of job,0.73455507
an MRI,False,Arthritis,0.7885407
a C5-6 disc herniation,False,Cervical disc herniation w myelopathy,0.79585487
cord compression,False,Short cord,0.8401286
a T2 signal change,False,Hx of DVT,0.75685287
a C5-6 ACDF,False,Complete C5-C7 quadriplegia,0.75594234
a postoperative CT scan,False,Surgical arteriovenous fistula stenosis,0.82642066
partial decompression of the spinal canal,False,Spinal stenosis of occipitoatlantoaxial spine,0.8121848
good placement,False,Intentional tremor,0.7713442
her hardware,False,Breakthrough bleeding,0.80171275
her exam,False,Breakthrough bleeding,0.83227646
her hyperreflexia,True,Hyperreflexia,0.8627104
postoperative day number two,False,Pressure ulcer of left foot stage 1 (superficial skin changes),0.7445042
good control,False,Low testosterone,0.7622783
PO pain medications,False,Elder nutritional neglect,0.7731771
10/14/2004,False,"Chimera 46, XX/46, XY",0.6038564
10/17/2004,False,"Chimera 46, XX/46, XY",0.59982145
"G3 , P3",False,"CHF, stage B, unspecified",0.6859033
a pelvic mass,False,Pelvic stress fx,0.8395289
a physical,False,Fatigue,0.8081626
the evaluation,False,Declines procedure,0.82517993
an ovarian mass,True,Right ovarian mass,0.92739785
a 14 x 14 x 10 cm pelvic mass,False,Acute DVT of bilat arms,0.6459481
multiple enlarged lymph nodes,True,"Primary CNS lymphoma, arm ln",0.8758788
sent to GYN,False,Locked in syndrome,0.67968285
further workup,False,Breakthrough bleeding,0.75229895
pelvic mass,True,Pelvic fx,0.88837445
Her CA-125,False,"AV block, Mobitz type 1",0.69064176
the operating operating room room,False,Hematoma of dialysis access,0.7052562
hospital day # 1,False,DM 1 w cataract,0.6634269
an uncomplicated total abdominal hysterectomy,False,HX of dissecting abdominal aneurysm repair,0.80329263
right lymph node dissection,True,Right carotid artery dissection,0.8800614
omental biopsy,False,Gelastic epilepsy,0.7935536
pelvic washings,False,Pelvic muscle wasting,0.8487579
Pap of the diaphragm,True,Congenital eventration of diaphragm,0.8565966
An estimated blood loss,False,Anemia due to blood loss,0.84285164
benign mucinous cystadenoma,True,"Serous cystadenocarcinoma, pancreas, unspecified site",0.8857549
postoperative day #3,False,Pressure ulcer of left foot stage 3 (full thickness skin loss),0.7567382
tolerating p.o.&apos; s,False,Recrudescent typhus,0.651577
passing flatus,False,Callosity,0.7768548
Her,True,Plague,0.92412126
Her hematocrit hematocrit,False,Fhx of hematopoietic cancer,0.7990167
some tachycardia,True,Tachycardia,0.9224115
tachycardia postoperatively,True,Atrial tachycardia,0.91871685
her EKG,False,Ecstasy overdose,0.7048856
Her tachycardia,False,Tachycardia,0.80845684
normal vital signs,False,Respiratory abnormality,0.8000686
a normal O2 saturation,False,Abnl coagulation profile,0.78686845
20-01-2020,False,Advance directive on file,0.5478271
21-01-2020,False,"46, XX true hermaphrodite",0.53715724
hyperchol,False,Hypernatremia,0.8452815
1 day ago,False,Bleeding,0.6337726
black tarry stools,False,Mottled teeth,0.6709749
2 preeceeding days,False,Continuing twin pregnancy after sab of one or more fetuses,0.7741447
the stool,False,Bulky stool,0.8194133
Epigastric discomfort,True,Epigastric tenderness,0.9620453
gurgling gas-like pain,False,Wheezing,0.7271877
association with food,False,Fertility preservation counseling,0.7861947
OSH Nellie,False,Ainhum,0.79455686
ASA,True,Arthritis,0.92723376
2 wks PTA,False,DM 2 w CAD w angina,0.8096503
recent fevers,False,Malarial fever,0.82141304
any hemetemesis,False,Hematemesis,0.84226775
initial Hct,False,Secondary HTN,0.81015694
unable to tolerate,False,Emotionally unstable,0.75158596
Mediplex Rehab Hospital,False,Long term custodial care facility patient,0.74650407
futher workup,False,IUD removal,0.7512516
tid,False,Macule,0.7676101
Hct check,False,AV block,0.80795515
a non bleeding ulcer,False,Bilat corneal ulcer,0.8315517
BID,True,Arthritis,0.89733624
Pylori serology,False,H pylori infection,0.8136479
His antihypertensives,False,Poisoning by antihypertensive drug,0.7591113
GI bleed,False,Skull fx,0.75105286
follow up appointment,False,Advance directive on file,0.7573947
goal PPI,False,PPD positive,0.704985
twice day,False,Repeated falls,0.76200247
once a day,False,Irregular periods,0.6823609
14-06-2019,False,"46, XX true hermaphrodite",0.5459378
19-06-2019,False,"46, XX true hermaphrodite",0.52282876
metastatic RCC,False,Secondary pulmonary HTN,0.7755548
left radical nephrectomy,True,Hx of nephrectomy,0.89613444
Sutent monotherapy,False,HX of brachytherapy,0.8089824
mild renal insufficiency,True,Acute renal insufficiency,0.98256433
Dana-Farber Cancer Institute,False,Mature B-cell leukemia Burkitt type,0.733263
a pharmacological stress test,False,Long term antipsychotic medication therapy,0.7906363
these studies,False,Peer problems,0.7898378
the current admission,False,Declines lab draws,0.7900152
a new fever,False,Scarlet fever,0.797606
a mild cough,True,Persistent cough,0.8534086
aspiration events,False,Aspiration pneumonia,0.79742587
food intake,False,Nutritional deficiency,0.8430847
mild reflux symptoms,False,Postoperative nausea,0.80512273
Further ROS,False,Declines lab draws,0.7992003
mild SOB,True,Dry skin,0.88372505
the days,False,Pain,0.78091687
his low oxygen saturation,False,Continuous oxygen therapy dependence,0.74037665
LE swelling,False,Miosis,0.78611755
bibasilar consolidations,False,Bilat tarsal coalition,0.7102789
His BP,False,Elder neglect,0.81392115
A cosyntropin stimulation test,False,Isolated gonadotropin deficiency,0.79607844
His oxygen requirement,False,Continuous oxygen therapy dependence,0.7258948
his overall status,False,Complete SAB,0.72110707
ongoing care,False,Periodic breathing,0.8000381
bibasilar pneumonia,False,Bilat ocular infection,0.8358392
Bibasilar pneumonia,False,Bilat ocular infection,0.8358392
community-acquired pneumonia,True,Congenital pneumonia due to group B strep,0.85210335
the oncology service,False,Rectal cancer,0.7472231
an oxygen requirement,False,Supplemental oxygen dependence,0.7469639
suggested,True,Pneumonia,0.9030875
ground glass opacities,False,Hx of flexible sigmoidoscopy,0.73545766
an underlying infectious process,False,Infectious disease carrier,0.8270432
normal ejection fraction,False,HX of embolic stroke wo residual deficits,0.76269615
His respiratory status,False,Respiratory distress,0.76963544
Metastatic RCC,False,Secondary pulmonary HTN,0.7755548
acute infection,True,Oral infection,0.9102323
a staging CT scan torso,False,Abnl chest CT scan,0.8257933
significant increase in tumor burden,False,High risk for cervical cancer,0.80719024
abnormal TFTs,False,Anemia due to ESRD,0.80379415
replacement therapy,False,Chronic pain,0.7991479
follow-up bloodwork,False,Burnout,0.69626445
Recent CT scan,False,Abnl chest CT scan,0.80816853
destruction of L femoral neck,True,Pseudoaneurysm of femoral artery,0.8596865
an xray of the L femur,False,Bone cyst of left femur,0.7987865
suggest,True,Rash,0.9041148
an acute fracture,True,Superficial injury,0.85621786
weightbearing status,False,Academic underachievement disorder,0.7418035
Sutent,False,MRSA carrier,0.76316524
next Monday,False,Headache,0.6851849
Renal insufficiency,True,Renal insufficiency,1.0
underlying malignancy,True,"Myelopathy due to malignancy, unspecified site",0.886763
prerenal component,True,Right adrenal mass,0.8713896
gentle hydration,False,Inadequate sleep hygiene,0.76139534
17-07-2012,False,Elevated CA 27-29,0.52713066
22-07-2012,False,Elevated CA 27-29,0.5107211
GASTRIC BYPASS,True,Gastric outlet obstruction,0.8958899
ABOMENAL AND AND ASCOCIATED NAUSEA,False,Irreducible epigastric hernia,0.77090347
THE NIGHT BEFORE ADMISSION,False,Sleep related groaning,0.6799082
1 DAY,False,Stress,0.70403755
THE HOSPITAL,False,Institution resident,0.7945506
INTIAL WORK-UP,False,Discord w boss and workmates,0.728729
THE OPERATING ROOM,False,Rectal bleeding,0.69361025
AN EXPLORATORY LAPORATOMY,False,Disseminated paracoccidioidomycosis,0.72073936
SMALL BOWEL OBSTRUCTION,True,Small bowel obstruction,1.0000001
ISCHEMIC SMALL BOWEL,True,Ischemic intestinal stricture,0.8863059
THE PROCEDURE,True,Declines procedure,0.8636399
THE INTENSIVE CARE UNIT,False,Palliative care,0.73152953
THE ICU,False,IUD counseling,0.7457644
EATING A REGULAR DIET,False,Vitamin K overdose,0.71802706
ANY COMPLICATIONS,False,Excess skin,0.7765897
02-04-1990,False,Elevated CA 27-29,0.5635687
02-12-1990,False,Elevated CA 19-9,0.57430637
a many year,False,Long sleeper,0.73469657
bilateral shoulder pain,True,Multiple joint pain,0.901389
steroid injections,True,Steroid abuse,0.8591158
the distant past,False,Limping child,0.72259414
a right rotator cuff tear,True,Right rotator cuff tear,0.94217503
increased pain in his left shoulder,False,Left arm pain,0.8391518
bilateral rotator cuff repairs,True,Right rotator cuff strain,0.9277971
repair of the left rotator cuff,True,Tendinitis of right rotator cuff,0.90335226
the assessment,False,Declines lab draws,0.8146117
left rotator cuff repair,True,Left rotator cuff tear,0.9465539
general endotracheal tube anesthesia,True,Peritoneal adhesions w obstruction,0.86664927
His postoperative course,False,Oculogyric crisis,0.7524277
a prolonged course of advancement with range of motion,False,Right spasm of accommodation,0.7129551
Occupational therapy,False,Genetic counseling,0.780306
patient controlled analgesia,False,Long term stimulant therapy,0.8321816
left shoulder pain,True,Left leg pain,0.95663613
an extended period,False,Irregular periods,0.78307164
his postoperative range of motion,False,Hx of revision of right total knee arthroplasty,0.71855813
forward flexion,False,Right hip flexor strain,0.82048273
external rotation,False,Peripheral vertigo,0.7838206
postoperative day number eight,False,"AV block, postoperative",0.7345693
signs of infection,True,Aplastic anemia due to infection,0.85508263
healed well,False,Bleeding,0.7551904
his course,False,Back disorder,0.7963627
persistently elevated blood sugars,True,Elevated blood alcohol level,0.8780319
newly diagnosed diabetes,False,Drug induced dementia,0.7658539
His hemoglobin A1C levels,True,Elevated hemoglobin A1c,0.90153986
the wide excursions,False,Right spasm of accommodation,0.65598774
his sugars,False,Farmers lung,0.7283875
a diabetic diet,False,Chronic gout due to renal impairment w tophi,0.7481581
some improvement,False,Excess skin,0.75261796
oral hypoglycemics,True,Reactive hypoglycemia,0.8913087
occasional spells,False,Irregular periods,0.8034638
some orthostatic dizziness,False,Benign paroxysmal positional vertigo,0.8254839
EMG &apos;s,False,Abnl cervical Pap HGSIL (high grade squamous intraepithelial lesion),0.74418694
His neurologist,False,Acoustic neuroma,0.76233506
his problems,False,School problem,0.8223274
this hospitalization,False,Scar contracture,0.7797597
an autonomic type neuropathy,True,Autonomic neuropathy,0.9374652
some underlying diabetic process,False,Hx of diabetic small vessel disease,0.83381253
Further work-up,False,"Sarcoma trunk, unspecified site",0.6625251
his neurologic conditions,False,Neurosis,0.8103524
a well healed left shoulder wound,False,Open left multiple ribs Fx,0.827929
occupational therapy,False,Genetic counseling,0.780306
29-12-2018,False,Elevated CA 27-29,0.5792353
04-01-2019,False,Elevated CA 27-29,0.56663644
a term pregnancy,False,Unwanted pregnancy,0.8369078
an EDC,False,ADHD,0.7434643
rapid plasma reagent,False,Long term diuretic therapy,0.7520718
spontaneous vaginal delivery,True,Vacuum assisted vaginal delivery,0.89083016
Apgar scores,False,Complete SAB,0.75554395
heart rate and rhythm,False,Muscle mass of right leg,0.7744112
The baby 's weight,False,Large for gestational age newborn,0.6894959
breast and bottle feeding,False,Fertility preservation procedure,0.7508211
3 hours,False,Irregular periods,0.7256577
breast milk,False,Maternal breast feeding difficulty,0.7972635
feeding well,False,Growing pains,0.78700906
His discharge weight,False,Iron overdose,0.7648467
past 2 days,False,Fever w chills,0.61920726
The baby 's bilirubin,False,Bilat upper and lower meibomitis,0.70897424
double phototherapy,False,Photophobia,0.8210855
his bilirubin,False,Bilirubinuria,0.79899275
triple phototherapy,False,Continuous oxygen therapy dependence,0.79383665
his,True,Arthritis,0.9204351
his subsequent subsequent subsequent bilirubins bilirubins bilirubins,False,Elevated total bilirubin,0.7303033
a bilirubin,False,Bilirubinuria,0.84947324
a rebound bilirubin,False,Elevated total bilirubin,0.84005183
The hematocrit,True,Fhx of hematopoietic cancer,0.8621884
a reticulocyte,False,Melanocytic nevus,0.8115157
His blood type,False,Skin scar,0.76124
normal newborn reflexes,False,Decreased fetal movement,0.79465055
Auditory hearing screening,True,Auditory discrimination impairment,0.89820975
automated brainstem responses,False,Delayed speech milestones,0.77834487
passed both ears,False,Left talipes,0.79976314
invested and involved,False,Acquired megaureter,0.66539544
06-22-93,False,Elevated CA 27-29,0.59015834
severe lobular emphysema,True,Panlobular emphysema,0.91380656
progressive shortness of breath,False,Central sleep apnea due to periodic breathing,0.8191804
inability to carry on with activities of daily living,False,"Sleep disorder, disruptions of 24 hour cycle",0.7521518
a pre lung transplant evaluation,False,Lung transplant rejection,0.84961766
steroid dependent,False,Steroid induced DM,0.84146714
a surgical repair of trigeminal neuralgia,True,HX of tricuspid valve repair,0.8513945
asbestos exposure,True,Asbestosis,0.9223304
tuberculosis exposure,True,Influenza pneumonia,0.908411
mild cataracts,True,Right traumatic cataract,0.86060095
chronic steroids,False,Steroid abuse,0.84542656
a subtle temporal disc pallor OD,False,Bilat multiple evanescent white dot syndrome,0.82712007
optic neuritis,True,Right optic neuritis,0.93974954
acute pathology,True,Chronic pneumonia,0.8545835
sinus problems,True,Sinus pain,0.91155803
the trigeminal pain,True,Right Freys trigeminal nerve syndrome,0.87054294
investigated further,False,Pneumonia,0.7990556
the sphenoid,False,Bilat chlamydial conjunctivitis,0.75945485
the patient &apos;s discomfort,False,"Supervision high risk pregnancy, hx of cesarean section",0.7421998
mild adjustment related anxiety,True,Adjustment disorder w mixed anxiety and depressed mood,0.858128
tobacco abuse,True,Adult abuse,0.8631529
her local physician,False,Farmers lung,0.7645972
her routine care,False,Normal delivery,0.76445323
her condition,False,Terminal illness,0.8078149
27-04-2012,False,Elevated CA 27-29,0.5466993
fell and tripped,False,Fear of falling,0.7032382
Heart rate,False,Blood pressure elevation,0.8277302
Respiratory rate,True,Blood pressure elevation,0.85584235
