Entity,Match,Matched Entity,Score
left anterior hemiblock,True,Left anterior fascicular hemiblock,0.9149599
a myocardial infarction,True,Postmyocardial infarction syndrome,0.9472433
a dominant right coronary artery,True,Congenital coronary artery fistula,0.9237082
minor disease,True,Microtia,0.9162923
a 20% stenosis,True,Vascular graft stenosis,0.88646424
a severe 80% proximal stenosis,True,"Presence of stent, left coronary artery, anterior descending branch",0.8980912
a filling defect,True,Bone bruise,0.8699416
intraluminal thrombus,True,Left ventricular mural thrombus,0.92802036
a minor 40% stenosis,True,"Left arm artery stenosis, unspecified symptoms",0.8975305
a dilated left ventricle,True,Left ventricular dilatation,0.94816643
"an area of anterolateral , apical , and septal akinesis",True,Right cuboid Fx,0.8844524
Her risk factors,True,Psychological factors affecting other medical conditions,0.8778173
an elevated cholesterol level,True,Hypercholesterolemia,0.93386793
a greater than 10% loss in the initial gain,True,"Burn, > 90% BSA, third degree 10-19% BSA",0.87173337
a less than 10% residual narrowing,True,"Burn, < 10% BSA",0.8733387
decrease,True,Hunger,0.92906165
polyendocrine deficiency,True,Endocrine disorder,0.9411708
premature ovarian failure,True,Premature ovarian failure,1.0
hypoparathyroidism,True,"Hypoparathyroidism, unspecified",0.990392
addison 's disease,True,Myopathy due to Addison disease,0.8965583
breast CA,True,Breast disease,0.9308542
suicide attempts,True,Attempted suicide w injury,0.90211785
tylenol with codeine overdose,True,Adverse effect of povidone iodine,0.9162259
weaker than usual,True,Lack of coordination,0.86381423
increased pain in her lower back,True,Chronic right arm pain,0.9243466
her arthritis,True,Arthritis,0.94591206
a prodrome of LH,True,Fhx of psychosis,0.9188187
LOC,True,Lop ears,0.9253229
any tunnel vision,True,Right tunnel vision,0.939261
darkened vision,True,Visual distortion,0.90562814
focal weakness,True,Focal motor seizure,0.93941855
bowel / bladder incont,True,Urinary retention caused by indwelling urinary catheter occlusion,0.9257715
aura,True,Corn,0.9602456
postictal state,True,Drug induced amnestic disorder,0.8897309
recall falling,True,Memory loss,0.92604053
hit her nose and her R knee,True,"Right finger abrasion, w infection",0.89288676
recall hitting her head,True,"Cause of injury, struck accidentally by stationary object",0.87582284
decreased PO intake,True,Exposure to HIV,0.9056939
dehydrated,True,Dehydration,0.97376394
her fall,True,Moderate fall risk,0.87494266
passing out,True,Vomiting,0.8725733
any recent nausea,True,Daily new persistent headache,0.86905825
any pain with urination,True,Straining on urination,0.9229262
any recent cough,True,Never smoked,0.86453784
chest palpitations,True,Palpitations,0.97692573
heart racing,True,Heart cancer,0.9271455
soaking NS,True,HX of LASIK,0.8708824
subj / obj fevers,True,Powassan virus disease,0.8814757
depressed,True,Deaf,0.96833783
polyglandular autoimmune syndrome,True,Fibrous autoimmune thyroiditis,0.9241055
suicide overdose,True,Drug overdose,0.9573491
a syncopal episode,True,Syncope and collapse,0.9426416
orthostasis,True,Orthostatic proteinuria,0.9357008
slightly tachycardic,True,Tachycardia,0.94818366
increasingly tachycardic,True,Tachycardia,0.96473455
coag negative staph,True,Staph coagulase negative infection,0.9325473
loosening,True,Prosthesis infection,0.872232
inflammation,True,Hunger,0.9516754
trace AR,True,Smallpox,0.8606628
MR,True,Secondary dm,0.9110055
recurrent fever,True,Recurrent pneumonia,0.9676099
Hypotension,True,Hypotension,1.0000002
poor PO intake,True,Malnutrition post GI surgery,0.8969774
orthostatic vital signs,True,Postural orthostatic tachycardia syndrome,0.94048035
infectious source,True,Infectious disease carrier,0.95189726
injury,True,Injury,1.0
recurrent hypotension,True,Hypotension,0.9558455
an infectious source,True,Infectious disease carrier,0.9226304
hospital aquired pneumonia,True,Hospital acquired pneumonia,0.9341254
GI sources,True,Gi symptoms,0.9713163
hip infection,True,Discitis,0.9116816
shock liver,True,Acute MI,0.93399197
little valvular disease,True,Aortic valve disease,0.9313068
two loud systolic murmurs,True,Right objective pulsatile tinnitus,0.8747519
Addison 's,True,Addison disease,0.9174668
superimposed infection,True,Coccyx disorder,0.8938787
Elevated LFTs,True,Elevated LDH,0.98250383
hepatitis,True,Hepatitis,1.0000001
cholangitis,True,Cholangitis,0.99999994
choledocholithiasis,True,Choledocholithiasis,1.0
her hypotensive episode,True,Maternal hypotension syndrome,0.94588953
the transaminitis,True,Elevated transaminase,0.94072115
Hypoparathyroidism,True,"Hypoparathyroidism, unspecified",0.990392
Addison 's-,True,Bence jones proteinuria,0.89603853
these symptoms.,True,Nasal pain,0.9055551
R Hip pain,True,Right heel pain,0.8985516
hip pain,True,Back pain,0.9499557
pathology,True,Croup,0.90354896
failure,True,Pneumonia,0.9483855
arthritis,True,Arthritis,1.0
Depression,True,Fatigue,0.93985194
a suicide attempt,True,Suicidal ideation,0.9170823
very depressed,True,Terminal illness,0.9059633
refractory,True,Refractory anemia,0.91947603
psychotic symptoms,True,Brief psychotic disorder,0.9506627
any suicidality,True,Suicidal ideation,0.9418347
HI,True,Canities,0.87359804
illusions,True,Visual distortion,0.8981306
bilateral hand numbness,True,Left hand pain,0.9526376
occasional weakness,True,Hoarseness,0.89696324
a C5-6 disc herniation,True,Cervical disc herniation,0.92787784
cord compression,True,Spinal cord compression,0.95252603
a T2 signal change,True,Late effect of TB cns,0.8981314
partial decompression of the spinal canal,True,Hx of decompression orbit,0.90398467
her hyperreflexia,True,Hyperreflexia,0.97312737
a pelvic mass,True,Acute female pelvic abscess,0.94338226
an ovarian mass,True,Right ovarian mass,0.97027636
a 14 x 14 x 10 cm pelvic mass,False,"Polyp, sigmoid colon",0.76968896
multiple enlarged lymph nodes,True,Focal lymphadenopathy,0.9353888
pelvic mass,True,Pelvic inflammatory disease,0.94918704
An estimated blood loss,True,Anemia due to blood loss,0.8799606
benign mucinous cystadenoma,True,"Mucinous cystadenocarcinoma, left ovary",0.9561974
some tachycardia,True,Tachycardia,0.96442723
tachycardia postoperatively,True,"Atrial tachycardia, paroxysmal",0.934449
asymptomatic,True,Asymptomatic microscopic hematuria,0.95729464
Her tachycardia,True,Tachycardia,0.9580145
hyperchol,True,Fhx of hypercholesterolemia,0.9102444
black tarry stools,True,Bilious vomiting in newborn,0.8929843
dark,True,Starvation,0.94241154
tarry,True,Tetany,0.9346865
Epigastric discomfort,True,Epigastric abdominal rigidity,0.95988435
gurgling gas-like pain,True,Pseudo-Cushing syndrome due to alcohol,0.905232
lightheadedness,True,Lightheadedness,1.0000001
BRBPR,True,BPAP dependence,0.92149717
n/v/d,True,DM 2 w polyneuropathy,0.8548381
recent fevers,True,Fever w chills,0.8986729
any hemetemesis,True,Hematemesis,0.9323423
orthostatic,True,Orthostatic proteinuria,0.9404006
unable to tolerate,True,Impaired swallowing,0.8871207
complaints,True,Worries,0.964991
a non bleeding ulcer,True,Upper GI bleed due to ulcerative esophagitis,0.9277376
GI bleed,True,Gi symptoms,0.9705175
metastatic RCC,True,Cancer metastatic to CNS,0.9336753
mild renal insufficiency,True,Renal insufficiency,0.9764347
fatigued,True,Heat exhaustion,0.92278457
congested,True,Flail chest,0.8659358
a new fever,True,Black piedra,0.89117754
a mild cough,True,Primary cough headache,0.9094005
non-productive,True,Instantaneous death,0.8816072
aspiration events,True,Aspiration pneumonia,0.9504261
mild reflux symptoms,True,Reflux laryngitis,0.90100014
mild SOB,True,Acute MI,0.9014152
his low oxygen saturation,True,"Hypoxemic respiratory failure, unspecified acuity",0.889151
LE swelling,True,Rales,0.9257541
bibasilar consolidations,True,Balos concentric sclerosis,0.8985221
His oxygen requirement,True,Supplemental oxygen dependence,0.90081215
hypoxemia,True,Hypoxemia,0.99999976
bibasilar pneumonia,True,Bilat labyrinthitis,0.91641057
Bibasilar pneumonia,True,Bilat labyrinthitis,0.91641057
community-acquired pneumonia,True,Community acquired pneumonia,0.9816286
an oxygen requirement,True,Supplemental oxygen dependence,0.92097795
ground glass opacities,True,Balos concentric sclerosis,0.9178802
an underlying infectious process,True,Recurrent bacterial infection,0.89987254
Metastatic RCC,True,Cancer metastatic to CNS,0.9336753
acute infection,True,Acute MI,0.9547441
significant increase in tumor burden,True,Doubling of vagina,0.89272404
abnormal TFTs,True,Suspected MSSA carrier,0.9000703
destruction of L femoral neck,True,Right femoral head articular Fx,0.9329275
an acute fracture,True,Chest wall injury,0.9004582
Renal insufficiency,True,Renal insufficiency,0.99999976
underlying malignancy,True,"Neoplasm, orbit",0.921701
prerenal component,True,"Medullary adrenal insufficiency, unspecified",0.9259464
COMPLICATIONS,True,Bleeding,0.9458877
ABOMENAL AND AND ASCOCIATED NAUSEA,True,Bilat talipes calcaneovalgus,0.9061493
PAIN,True,Pain,1.0000002
FLATUS,True,Flatulence,0.9163266
SMALL BOWEL OBSTRUCTION,True,Small bowel obstruction,1.0
ISCHEMIC SMALL BOWEL,True,Ischemic intestinal stricture,0.95417404
ANY COMPLICATIONS,True,Wound drainage,0.8728262
bilateral shoulder pain,True,Left shoulder joint pain,0.9644743
a right rotator cuff tear,True,Right rotator cuff tear,0.9842665
increased pain in his left shoulder,True,Localized swelling on left hand,0.93478286
a prolonged course of advancement with range of motion,True,Acquired deformity of trunk,0.9001078
left shoulder pain,True,Left shoulder joint pain,0.98364395
his postoperative range of motion,True,Flexion deformity of left ankle,0.8706767
signs of infection,True,Hx of bacterial infection,0.896767
persistently elevated blood sugars,True,Elevated blood alcohol level,0.9098975
newly diagnosed diabetes,True,Prediabetes,0.8893031
the wide excursions,True,Bilat upper mechanical entropion,0.8822111
occasional spells,True,Irregular periods,0.910558
jitteriness,True,Premature beats,0.86752105
some orthostatic dizziness,True,Postural orthostatic tachycardia syndrome,0.93243015
his problems,True,Athetosis,0.88033545
an autonomic type neuropathy,True,Peripheral autonomic neuropathy,0.9649749
some underlying diabetic process,True,Hx of diabetic foot ulcer,0.91614723
his neurologic conditions,True,Neurologic neglect syndrome,0.907724
a well healed left shoulder wound,True,Open wound of left ring finger,0.9336927
a term pregnancy,True,Molar pregnancy W shock,0.9192641
issues,True,Confusion,0.9608648
severe lobular emphysema,True,Panlobular emphysema,0.9642136
progressive shortness of breath,True,Dyspnea,0.90318257
inability to carry on with activities of daily living,True,Limitation of activities due to disability,0.8966662
steroid dependent,True,Steroid abuse,0.98735225
asbestos exposure,True,Hx of asbestos exposure,0.94976383
tuberculosis exposure,True,Latent tuberculosis infection,0.9166653
mild cataracts,True,Left secondary cataract,0.9329354
a subtle temporal disc pallor OD,True,Bilat acquired eyelid ptosis,0.9283646
optic neuritis,True,Bilat optic neuritis,0.9613976
acute pathology,True,Acute MI,0.93777835
sinus problems,True,Sinus pain,0.9698741
the trigeminal pain,True,Right trigeminal neuralgia,0.9498007
the sphenoid,True,Sphenoid sinus cancer,0.94401157
the patient &apos;s discomfort,False,Relational problems w in-laws,0.84595865
mild adjustment related anxiety,True,Adjustment disorder,0.91666186
tobacco abuse,True,Tobacco user,0.9669056
her condition,True,Terminal illness,0.9018043
glaucoma,True,Juvenile glaucoma,0.96871936
cyanosis,True,Cyanosis,1.0000001
clubbing,True,Nail disease,0.8929926
a front focal hemorrhage in the left occipital lobe,True,Hemorrhage due to vascular graft,0.9530413
intraparenchymal hemorrhage,True,Intracerebellar hemorrhage due to birth trauma,0.9233008
epidural or subdural hemorrhage near the falx,True,Lumbar spinal epidural abscess,0.93081236
shift,True,Hunger,0.91619426
stable bleed,True,Breakthrough bleeding,0.9104077
lower back pain,True,Upper back pain,0.9828526
an accident at work,True,"Cause of injury, industrial accident",0.8946464
increased,False,Canities,0.8427993
right sided sciatica,True,"Sciatica, right side",0.95415497
a lateral L-1 S-1 disc bulge,True,DM 1 w small vessel disease,0.86224324
small L-4-4 bulge,True,DM 2 w neurogenic erectile dysfunction,0.8779479
hyperbilirubinemia,True,Hyperbilirubinemia of prematurity,0.9907244
adenocarcinoma of the prostate,True,"Adenocarcinoma of accessory sinus, unspecified site",0.9521781
persistent urinary retention,True,Urinary retention,0.9794246
failure to thrive,True,Failure to thrive in newborn,0.9395499
decreased hematocrit,True,Precipitous hematocrit drop,0.9253633
elevated BUN,True,Elevated CEA,0.9297911
body weight loss,True,Slow weight gain,0.9311421
his renal failure,True,Renal failure,0.9578246
obstructive uropathy,True,Acquired obstructive uropathy,0.985443
prostate CA in the pelvic area,True,Nodular prostate w urinary obstruction,0.9383899
the increasing creatinine,True,Elevated serum creatinine,0.94795334
the patient &apos;s hematocrit,False,Relational problems w in-laws,0.84595865
his renal function,True,Impaired renal function,0.9440911
hyperkalemia,True,Hyperkalemia,1.0000001
the persistent blood in the urine,True,Bright red blood per rectum,0.8983019
vascular injuries,True,Blood vessel injury,0.9396599
epigastric pain,True,Epigastric abdominal pain,0.9763644
bone pain,True,Bone pain,0.99999994
the patient &apos;s hematuria,False,Relational problems w in-laws,0.84595865
further damage to the patient &apos;s kidney,True,"Anus abrasion, w infection",0.88493997
renal function,True,Impaired renal function,0.9733401
his electrolyte and metabolic acidosis,True,Hyperchloremic metabolic acidosis,0.91854733
his metabolic acidosis,True,Metabolic alkalosis,0.942085
this well advanced prostate CA,True,Nodular prostate w urinary obstruction,0.92293787
sternal wound infection,True,Superficial wound separation,0.93634975
the same diagnosis,True,Ill defined condition,0.8789364
lymphoma,True,Lymphocele,0.94935775
an insulin-dependent diabetic,True,Hx of diabetic foot ulcer,0.90707344
Enterococci,True,Enterococcus infection,0.97913826
the persistent fevers,True,Recurrent pneumonia,0.90846497
a small complication,True,AICD complication,0.9412997
opened,True,Canities,0.89083785
a left ankle wound,True,Left ankle laceration,0.9466939
difficult ambulation,True,Postural instability of gait,0.88961256
a small ulcer in the sacral area,True,"Chronic ulcer of sacrum, bone necrosis",0.942623
multiple myeloma,True,Multiple myeloma,0.9999999
diffuse spinal column involvement,True,Diffuse axonal brain injury,0.9280002
lesions in T4 and T8,True,Incomplete C1-C4 quadriplegia,0.8870059
mid back pain,True,Upper back pain,0.96185386
noticeably increasing bilateral lower extremity weakness,True,Hx of lower extremity skin ulcer,0.9111567
numbness in the lower extremities,True,Numbness and tingling of skin,0.9169272
difficulty rising from a chair,False,Postural instability of gait,0.84381473
a right posterior lateral epidural mass,True,Cranial epidural abscess,0.9445267
right lower extremity pain,True,Right lower leg joint pain,0.961904
could not walk,True,Difficulty walking,0.9073378
red,True,Corn,0.9406416
swollen,True,Angry,0.9486788
increasingly painful,True,Growing pains,0.92065287
chronic bilateral lower extremity swelling,True,Left lower leg joint pain,0.9356074
the right lower extremity swelling,True,"Ulcer of right lower leg, unspecified site and depth",0.93046784
some fecal incontinence,True,Fecal incontinence,0.98768497
arm weakness,True,Leg edema,0.92969453
changes in vision,True,Color vision disorder,0.9162005
dysarthria,True,Dysarthria,0.99999964
his sepsis,True,Septic shock,0.9207548
a Pseudomonas sepsis picture,True,Pseudomonas enteritis,0.94696385
a Pseudomonas cellulitis,True,Internal nasal cellulitis,0.93531346
The organism,True,Macrotia,0.90035284
the organism &apos;s susceptibility,True,Abnl cerebrospinal analysis finding,0.8519374
erythema along the lateral right lower extremity,True,Nonbullous erythema multiforme,0.93509054
extreme pain,True,Pain crisis,0.934466
his Pseudomonas cellulitis,True,Right finger cellulitis,0.93396163
this erythema,True,Erythema,0.96646094
rapid AF,True,Elevated LDH,0.90203214
septic,True,Bacterial pneumonia,0.9326538
decreased global EF,True,Elevated CEA,0.89208597
his paroxysmal atrial fibrillation,True,"Atrial flutter, paroxysmal",0.95092964
blood pressure alteration,True,Blood pressure elevation,0.9744423
a plasmacytoma,True,Plasmacytoma,0.9669809
the plasmacytoma,True,Plasmacytoma,0.96721154
The patient &apos;s lesion,False,Relational problems w in-laws,0.84595865
plasmacytoma,True,Plasmacytoma,1.0
a cord compression,True,Spinal cord compression,0.9440613
increasing lower extremity edema,True,Hx of lower extremity skin ulcer,0.92727
steroid induced diabetes mellitus,True,Steroid induced hyperglycemia,0.94340473
improving septic pictures,True,Septic shock,0.9379625
respiratory compromise,True,Respiratory distress,0.9773618
increasing pulmonary edema,True,Pulmonary edema,0.9625397
a poor nutritional status,True,Nutritional deficiency in pregnancy,0.9407318
hypoalbuminemia,True,Hypoalbuminemia,1.0000001
ELEVATED PT and PTT,True,Secondary HTN,0.9089327
a low platelet count,True,"Thrombocytosis, unspecified",0.90888214
his bleeding risk,True,Breakthrough bleeding,0.88599
intussuception,True,Intestinal intussusception,0.94903696
terrible vasculopathy,True,IGA vasculitis,0.9482547
dry gangrene of the distal stump,True,Gangrene of left toe,0.93224657
effusions,True,Pleural effusion,0.9188106
overlying pnumonia,True,Fetus papyraceous,0.9114628
Klebsiella UTI,True,Klebsiella UTI,1.0000002
a failed bedside swallow study,True,Hx of negative mammogram performed within last 12 months,0.8605143
a small hydro-pneumothorax,True,Secondary spontaneous pneumothorax,0.91644907
VRE,True,IUD removal,0.91270685
low grade fevers,True,"Neutropenic fever, unspecified",0.8988617
continued fevers,True,Fever w chills,0.91610956
PVC,True,CMV infection,0.9142643
ST segment depression,True,HX of ST elevation MI,0.8922827
mild elevation,True,Acute MI,0.9301259
patient 's apparent cognitive decline,True,"Dementia due to Picks disease, unspecified severity",0.8930371
prominent sulci,True,Septate hymen,0.8629528
enlarged ventricles,True,Common ventricle,0.92344636
the patient 's cognitive symptoms,True,Cognitive deficit in communication skills,0.90039444
metabolic encephalopathy,True,Metabolic encephalopathy,0.99999976
his multiple medical problems,True,Psychological factors affecting other medical conditions,0.89299726
Underlying dementia,True,"Dementia due to Picks disease, unspecified severity",0.9423681
an overlying delerium,True,Eruptive vellus hair cyst,0.90913856
his poor nutritional status,True,Nutritional deficiency in pregnancy,0.9095303
a large gastric ulcer,True,Acute gastric ulcer,0.962276
H. pylori,True,H pylori infection,0.9592546
discoordinated swallow,True,Exhibitionistic disorder,0.9031384
C diff positive,True,TB of CNS,0.91201544
30 lb,True,Cradle cap,0.8901201
his mental status change,True,"Mental status, transient alteration",0.8971226
toxic-metabolic,True,Poisoning by drug,0.91906047
more pain around the right stump,True,"Amputation stump pain, right arm",0.91715413
medically sick,True,Poisoning by drug,0.8932066
malnourished,True,Malnutrition in pregnancy,0.92509764
urinary retention,True,Urinary retention,1.0
an emesis,True,Traumatic anosmia,0.91258913
interstital markings,True,Macrostomia,0.90736747
leukocytosis,True,Leukocytosis,0.99999976
many GPC,True,Strep group G infection,0.9286866
Staph aureus,True,Staph aureus infection,0.9807911
his recent MRSA pneumonia,True,Suspected MSSA carrier,0.8955648
obstructed,True,Obstructive shock,0.9473541
any difficulty,True,Tetany,0.8963598
frequent premature ventricular contractions,True,Premature ventricular beats,0.9608083
infrequent short runs of non-sustained ventricular tachycardia,True,Hx of recurrent DVT,0.89272344
intolerance,True,Drug intolerance,0.93374646
a rapid ventricular rate,True,HX of sustained ventricular fibrillation,0.91583323
decreased exercise tolerance,True,Decreased libido,0.90139776
a failed attempt,True,Failed attempted pregnancy termination,0.8862583
occasional palpitations,True,Palpitations,0.96539396
mild shortness of breath,True,Dyspnea,0.89737636
This failed,True,Acute MI,0.9216422
QT prolongation,True,Hx of drug induced QT prolongation w torsades,0.8732849
an asymptomatic 7 cm abdominal aortic aneurysm,True,Asymptomatic microscopic hematuria,0.9303318
acute cholecystectomy,True,Acute cholecystitis,0.9550008
this abdominal aortic aneurysm,True,Abdominal aortic aneurysm screening,0.9739884
his abdominal aortic aneurysm,True,Abdominal aortic aneurysm screening,0.96396875
common femoral arteries,True,Right femoral artery injury,0.9432866
an endo leak,True,Traumatic anosmia,0.8928493
a prolonged sinus pause,True,Presence of cardiac pacemaker,0.9183414
transient loss of consciousness,True,Transient global amnesia,0.9339025
further complications,True,Wound drainage,0.9050604
the sinus pause,True,Sinus headache,0.9050827
increased vagal tone,True,Vagal nerve stimulator complication,0.9194455
further pauses,True,Poisoning by insulin,0.9050554
endo leak,True,Ileus,0.8947313
graft kinking,True,Graft complication,0.93177193
significant ecchymosis in both groins,True,Spontaneous ecchymoses,0.9504863
significant groin hematomas,True,Left thigh hematoma,0.94223166
local recurrence,True,Recurrent bacterial infection,0.8949891
paralysis of L arm,True,Hx of neurosis,0.92531234
30 lbs weight loss,True,Intentional weight loss,0.8797834
more confused,True,Acute MI,0.88895136
decreased appetite,True,Appetite increased,0.92515707
mets,True,Ainhum,0.91000247
increasingly weak,True,Growing pains,0.91686606
unable to leave bed,True,Awaiting admission to adequate facility elsewhere,0.86943984
unable to feed herself,True,Difficulty feeding self,0.90689737
asymptomatic sinus tachycardia,True,Asymptomatic COVID-19 disease,0.9399783
CNS mets,True,Hx of CNS infection,0.93379927
intact brainstem reflexes,True,Cholinergic crisis,0.90199304
MS changes,False,PPD positive,0.8350336
Metastatic breast CA,True,Metastatic cancer to eye,0.9437523
Large brain mets,True,Hx of Graves disease,0.89486194
midline shift,True,Bone continuity disorder,0.8811429
Pnuemonia,True,Myelatelia,0.9295167
known transfusion dependent,True,Blood transfusion reaction,0.940336
myelodysplastic syndrome,True,Myelodysplastic syndrome,1.0000002
cardiac and pulmonary disease,True,Cardiac syndrome X,0.92008096
chronic anemia,True,Chronic anemia,1.0
increasing transfusing requirements,True,Blood transfusion reaction,0.9150549
ischemia cardiomyopathy,True,Ischemic cardiomyopathy,0.9880805
increasing weakness,True,Growing pains,0.9101957
his hands and lips have been blue,True,Acquired overriding toes of right foot,0.88172865
a low hematocrit,True,Precipitous hematocrit drop,0.9245528
change in chronic cough,True,Chronic cough,0.9303433
his congestive heart failure symptoms,True,Right heart failure due to left heart failure,0.9225875
right great toe infection,True,Right toe injury,0.9637768
paronychia,True,Bilat finger paronychia,0.940456
a drop,True,Secondary dm,0.8600031
guaiac,True,Gi symptoms,0.93672
exertional chest pressure,True,Exertional chest pain,0.9538908
hypokinesis of distal anterior wall,True,Somatic dysfunction of head region,0.91100156
akinesis of distal inferior wall and apex,True,"Left arm artery stenosis, unspecified symptoms",0.91805226
three vessel disease,True,Neck blood vessel injury,0.8876524
his transplant issues,True,Liver transplant failure,0.8992315
decreased urine output,True,Body fluid retention,0.88903856
a low platelet level,True,Thrombophilia in pregnancy,0.91473824
dark stools per rectum,True,Fecal impaction in rectum,0.9454182
somewhat fluid overloaded,True,Effects of high pressure fluids,0.8930561
a significant hematocrit drop,True,Precipitous hematocrit drop,0.937026
apparent fluid overload,True,Transfusion induced iron overload,0.9099934
His gastrointestinal bleeding issues,True,Burn of gastrointestinal tract,0.9384668
gastric ulcerations,True,Acute gastric ulcer,0.96577334
an non-steroidal anti-inflammatory drugs gastropathy,True,Adverse effect of tricyclic antidepressant,0.8720019
further problems,True,Poisoning by insulin,0.893666
a stable hematocrit,True,Precipitous hematocrit drop,0.9098495
increasingly lethargic,True,Lethargy,0.9212474
any metabolic abnormalities,True,Metabolic syndrome X,0.87882555
hepatic encephalopathy,True,Hepatic encephalopathy,1.0000002
Vancomycin resistant enterococcus,True,Vancomycin resistant enterococcal infection,0.9999997
somewhat lethargic,True,Lethargy,0.90420616
acutely short of breath,True,Hx of acute respiratory failure,0.8714807
ESLD,True,Croup,0.93148595
HCV,True,Hx of poisoning,0.89352226
EtOH Cirrhosis,True,Alcoholic cirrhosis w ascites,0.94092625
delta MS,False,Secondary dm,0.84707147
opiate abuse,True,Opioid withdrawal,0.94687366
ams,True,Melena,0.91695607
Increasing tachypnea,True,Tachypnea,0.96783966
aspiration pna,True,Aspiration pneumonia,0.9222504
chf,True,IUD surveillance,0.9178611
sbp,True,Strep carrier,0.9129467
meningitis,True,Meningitis,1.0000002
SBP,True,Strep carrier,0.9129467
E coli SPB,True,E coli infection,0.94067043
Resp failure,True,Stridor,0.87271076
aspiration event,True,Aspiration pneumonia,0.94385624
mechanical disadvantage,True,Athetosis,0.89234686
large ascites,True,Ascites,0.94856036
continued somnolence,True,Daytime somnolence,0.96707803
The ascites,True,Ascites,0.95640755
Cirrhosis,True,Alcoholic cirrhosis,0.9777451
End-stage cirrhosis,True,Alcoholic cirrhosis,0.95471483
refractory ascites,True,Refractory anemia,0.92427325
Renal failure,True,Renal failure,0.9999999
Creatinine elevation,True,Elevated serum creatinine,0.96334153
elevated abdominal pressures,True,Abdominal rigidity,0.921178
ascites,True,Ascites,0.99999994
AMS,True,Melena,0.91695607
hepatic encepholopathy,True,Hepatic encephalopathy,0.9444698
delayed clearance,True,Breakthrough bleeding,0.90956444
liver disease,True,Liver disease,1.0000001
a rising cr,True,Elevated TSH,0.9124855
pressor dependent,True,Appetite increased,0.8833381
seizure history,True,Focal motor seizure,0.9134551
oligodendroglioma,True,"Oligodendroglioma, brain stem",1.0000002
generalized tonic - clonic seizures,True,Clonic epilepsy,0.9460138
left arm focal motor seizures,True,Focal motor seizure,0.93900275
problems thinking,True,Separation anxiety,0.91214174
a generalized tonic - clonic seizure,True,Clonic epilepsy,0.9316337
a low-grade oligodendroglioma,True,"Immunoblastic high grade lymphoma, unspecified site",0.9082656
increasingly disoriented,True,Hysterical cataplexy,0.8611163
forgetful,True,Choking sensation,0.90682966
anaplastic oligodendroglioma grade III,True,"Oligodendroglioma, brain stem",0.93186265
a marked change in behavior,True,Type a behavior pattern,0.8767972
his balance was off,True,Left itchy eye,0.86975205
speech slurred,True,Slurred speech,0.9576582
difficulty using the computer,True,"Problem related to life management difficulty, unspecified",0.8685227
increasing tumor infiltration,True,"TB of lung, infiltrative",0.89214736
increased edema,True,Edema,0.95550877
mass effect,True,Fluid volume disorder,0.8973434
clear fluid leaking,True,Fluid volume disorder,0.9047247
his incision,True,Incisional hernia,0.9037283
frontal headache,True,Mixed headache,0.9353057
imbalance,True,Nutritional imbalance,0.9212034
bumping into things with his left leg,True,Left itchy eye,0.8705236
worsening tremors,True,Resting tremor,0.94090533
drainage,True,Bleeding,0.95420134
the incision,True,Puncture wound of lip,0.8919866
it,True,Canities,0.86274004
leak,True,Confusion,0.96218866
distension,True,Bladder distention,0.92612576
decreased lung sounds,True,Hx of lung transplant,0.9173358
free air,True,Reactive confusion,0.8761308
a perforated sigmoid diverticulum,True,Sigmoid colon laceration,0.94099706
an abd abcess,True,Abnl pelvic MRI,0.9191668
which,True,Canities,0.87704384
his head incision,True,Right eyebrow laceration,0.9227912
his head wound,True,Right ear laceration,0.9273554
the remaining gliadel waffers,True,Hx of neurosis,0.9004589
a grand mal seizure,True,"Status epilepticus, grand mal",0.8734545
the abd abcess,True,Abnl pelvic MRI,0.9172504
the large amount of wbc,True,Fhx of protein C resistance,0.9248439
the seizures,True,Infantile spasms,0.8974881
head wound,True,Head laceration,0.93954223
the pelvic abcess,True,Female pelvic abscess,0.9623937
uterine prolapse,True,Uterine prolapse,1.0000004
a suspicious lesion,True,Subcutaneous nodule,0.89678085
Patient &apos;s problem,False,Abnl palmar creases,0.8478583
a pushing forward of her uterus,True,Retroflexed uterus,0.9200424
uncomfortable,True,Confusion,0.9581101
increasing pressure,True,Effects of water pressure,0.9060316
her problem,True,Extreme poverty,0.8872516
the prolapse,True,Anal prolapse,0.9377587
stress incontinence,True,Urge incontinence,0.98423827
the changes,True,Reactive depression,0.85786283
micro calcifications in the right breast,True,Calcification of muscle,0.9533434
low back pain radiating to both legs,True,Low back pain with left sciatica,0.9301212
increasing symptoms,True,Growing pains,0.9263208
Her wounds,True,Wound drainage,0.92341745
Enterococcus mitral valve endocarditis,True,Aortic valve endocarditis,0.9277184
recurrent bacteremia,True,Bacteremia,0.95404863
thickened mitral leaflets,True,"Endocardial cushion defect, unspecified",0.9067354
small vegetations on both anterior and posterior leaflets,True,Localized swelling on bilat legs,0.90928787
moderate to severe mitral regurgitation,True,Mitral valve regurgitation,0.9503602
mild TR,True,Elevated TSH,0.9176985
AR,True,Melena,0.9240809
LAE,True,IUD surveillance,0.89579517
4 + MR,True,DM 2 w gangrene,0.8787464
postoperative atrial fibrillation,True,"Atrial fibrillation, paroxysmal",0.95101064
PAF,True,Croup,0.9182859
Inducible Vtach,True,Fhx of HIV,0.91037
sick sinus syndrome,True,Sick sinus syndrome,0.9999999
restrictive lung disease,True,Restrictive lung disease,1.0000002
