Entity,Match,Matched Entity,Score
"GI bleed,",True,Vomiting after GI surgery,0.90880775
infection in your GI tract,True,Foreign body in GU tract,0.91127
gastric varices,True,Gastric varices,1.0
perioperative,True,Postoperative nausea,0.93856484
pain management,True,Pain crisis,0.9391797
blood glucose management.,True,Blood pressure elevation,0.9234736
diuresiss,True,Enuresis,0.9164351
lower extremity edema.,True,Hx of lower extremity skin ulcer,0.9272626
decreased hematocrit,True,Precipitous hematocrit drop,0.9253633
Incisional pain,True,Superficial wound separation,0.9294308
PEs.,True,Pica in adult,0.9138784
Pulmonary emboli:,True,Cerebral embolism,0.96773046
NSCLCa,True,Abnl abdominal MRI,0.9142648
Intermittent Atrial Tachycardia:,True,"Atrial tachycardia, multifocal",0.9854915
oral sores:,True,Mouth soreness,0.9363202
"RA,",True,Rh positive,0.88002056
biliary sepsis,True,Biliary colic,0.9537462
hypotensive/unstable,True,Hypotension due to hemodialysis,0.9475605
rapid afib with decompensation,True,Acute pulmonary insufficiency following nonthoracic surgery,0.88286024
"sepsis,",True,Septic shock,0.9605391
E. coli,True,E coli infection,0.9559723
E. coli.,True,E coli infection,0.9691617
drop in platelets,True,Platelet disorder,0.902475
RA,True,Rales,0.905522
sepsis,True,Septic shock,0.9553455
urosepsis,True,Stridor,0.90869004
"biliary sepsis,",True,Bile peritonitis,0.937767
hemodynamic support.,True,Ambulatory oxygen therapy dependence,0.91100013
?urosepsis.,True,Peritonitis due to urine,0.9175558
Afib:,True,Abnl abdominal MRI,0.91536534
bladder spasms,True,Bladder spasm,0.9778433
low ejection fraction).,True,"Diastolic heart failure, acute",0.9219325
coronary artery disease-,True,Coronary arteritis,0.9491576
AV paced,True,HIV positive,0.894948
coronary artery disease.,True,Coronary arteritis,0.94876003
"diabetes mellitus,",True,Neonatal diabetes mellitus,0.9161682
encephalopathy,True,Encephalopathy,0.9999998
seizure.,True,Movement disorder,0.89735544
"cardiogenic shock,",True,Cardiogenic shock,0.98373204
cardiogenic shock.,True,Cardiogenic shock,0.9878844
inotropic effect,True,Left exotropia,0.8596567
low CO.,True,Elevated CEA,0.9186978
temp 102.5,True,Sturge weber sequence,0.8597691
"SOB,.",True,Hx of Graves disease,0.91747624
rash on chest,True,Localized swelling on skin,0.94027185
hives on neck,True,Localized swelling on back,0.9126084
constipating,True,Constipation,0.9815886
"constipated,",True,Constipation,0.96826124
toothache,True,Toothache,0.9999998
UGI bleed,True,MRSA pneumonia,0.92834026
GI bleed:,True,Fhx of bleeding disorder,0.9116486
GI bleeds.,True,Hx of Whipple procedure,0.92468214
Thrombocytopenic,True,Primary thrombocytopenia,0.96514875
SBP prophylaxis,True,Prophylactic antibiotic administration,0.9183234
Smoking cessation,True,"Nicotine dependence, in remission",0.8711648
cardiac arrest,True,Respiratory arrest,0.9412869
low hct.,True,Elevated TSH,0.9310823
Chronic Systolic Dysfunction:,True,Diastolic dysfunction,0.9636489
Diarrhea.,True,Diarrhea,0.9827418
Polymyalgia Rheumatica:,True,Polymyalgia rheumatica,0.99999976
bioprosthetic valve.,True,Prosthetic heart valve leakage,0.9237139
to prevent blood clots around the valve.,True,Adverse effect of hemostatic drug,0.90448153
help your heart pump better,True,HX of heart valve repair w prosthesis,0.8564501
to prevent blood clots,True,Adverse effect of hemostatic drug,0.9070197
toxic-metabolic encephalopathy,True,Metabolic encephalopathy,0.9742518
AF),True,Orf disease,0.9202961
fevers/chills/cough/allergies,True,Fever w chills,0.90700006
infected cyst,True,Skin cyst,0.9401084
Type II DM,True,Type 2 MI,0.90069103
ATRA syndrome,True,Lowe syndrome,0.9181924
pulmonary leak.,True,Pulmonary air leak,0.9622999
elevated bilirubin.,True,Elevated total bilirubin,0.97825974
tumor lysis syndrome,True,Tumor lysis syndrome,1.0000001
pulmonary leak,True,Pulmonary air leak,0.95261425
Toxic Metabolic Encephalopathy:,True,"Toxic encephalopathy, unspecified",0.98419553
(TLS),True,Secondary HTN,0.89907867
TLS,True,IUD surveillance,0.9154568
diurese,True,Enuresis,0.9125835
Bilateral Subdural Hematomas:,True,Subdural hematoma due to birth trauma,0.9691098
Positive Blood Cultures:,True,Positive culture finding,0.9646252
better coverage of gut pathogens.,True,Intestinal impaction,0.89882064
fungal pathogens.,True,Fungal pneumonia,0.924098
GPCs in chains.,True,Abnl iron profile,0.91242397
Elevated Glucose:,True,Elevated serum lipase,0.93128026
VRE coverage.,True,Declines COVID-19 vaccination,0.8944491
Gastroenteritis,True,Gastroenteritis,1.0
pain/nausea/vomiting,True,Nausea and vomiting,0.93946
Autoimmune hepatitis:,True,Autoimmune hepatitis,0.99006367
high grade S aureus bacteremia,True,Staph aureus bacteremia,0.94631207
occult anemia.,True,Occult blood in stool,0.91821957
high ascites drain output,True,Ascites,0.90037525
persistent abdominal pain.,True,Acute abdominal pain,0.97756124
Acinetobacter Baumanii,True,Achromobacter pneumonia,0.9189713
generalized edema.,True,Peripheral edema,0.95916754
headache.,True,Tension headache,0.94771594
hypertensive.,True,Hypertensive urgency,0.9859949
Immunosuppression,True,Immunosuppressant overdose,0.9694588
Autoimmune hepatitis.,True,Autoimmune hepatitis,0.99056983
2+ leg edema.,True,Bilat lower leg joint pain,0.91155803
food allergens,True,Food allergy,0.97255385
diverticulitis.,True,Diverticulitis,0.9920228
diverticulitis,True,Diverticulitis,0.9999996
developed a fever/rash,True,Simple febrile seizure,0.90291476
severe skin rash,True,Drug rash,0.9408911
Allergic reaction,True,Allergic reaction,1.0000001
severe rash/renal,True,Rapidly progressive nephritic syndrome w focal segmental glomerular lesions,0.9104527
PE,True,Tetany,0.91047347
"+Nausea/vomiting,",True,Nausea and vomiting,0.93384016
carcinoma of lung,True,"Adenocarcinoma, tail of pancreas",0.9312637
poor PO intake.,True,Malnutrition post GI surgery,0.9020332
DVT prophylaxis,True,Prophylactic antibiotic administration,0.9135134
GI prophylaxis.,True,Prophylactic antibiotic administration,0.9243041
Heart burn.,True,Burn of groin,0.92994297
Nausea,True,Nausea,0.9999999
SBP,True,Strep carrier,0.9129467
coffee ground emesis,True,Pseudo-Cushing syndrome due to alcohol,0.9123082
UPPER GI BLEED:,True,Upper gi bleed due to gastritis,0.95790374
concern for perforation,True,Radiation induced proctitis perforation,0.908172
elevated WBC.,True,Elevated CPK,0.94624275
RENAL FAILURE,True,Renal failure,0.9999999
nephrotoxity,True,Nephrotoxic serum nephritis,0.94686204
encephalopathy ppx.,True,"Toxic encephalopathy, unspecified",0.9430659
DIARRHEA,True,Diarrhea,1.0000001
"SBP,",True,Strep carrier,0.90107965
aneurysm,True,Peripheral artery aneurysm,0.95636106
SAH;,True,IUD surveillance,0.92139745
SAH.,True,MSSA pneumonia,0.9344753
to maintain goal blood pressures.,True,Low blood pressure reading,0.90586245
increased ICPs.,True,Presence of iud,0.8980292
sustained ICP levels of 23,True,Hx of IV substance use disorder,0.89739513
systolic blood pressure in 60's.The,True,"Systolic heart failure, unspecified acuity",0.9091388
goal MAP > 100,True,Hx of vision problem,0.8688364
stridor.,True,Stridor,0.9469248
post procedure pain or discomfort.,True,Acute postoperative pain,0.91605926
Severe headache,True,Mixed headache,0.932641
worsening headache,True,Rebound headache,0.9397645
lip and tongue swelling,True,Tongue swelling,0.9288455
astham,True,Microtia,0.924953
chronic uterine bleeding.,True,"Uterine endometriosis, unspecified depth",0.94424725
anaphylaxis type reaction.,True,Drug induced anaphylaxis,0.96000755
anaphylaxis.,True,Anaphylaxis,0.9895847
swelling of the lips and tongue.,True,Localized swelling on bilat forearms,0.9180289
allergic reaction,True,Allergic reaction,1.0000001
MRSA),True,MRSA carrier,0.96113414
pseudomonas).,True,Pseudomonas infection,0.9638454
pseudomonas,True,Pseudomonas infection,0.9679533
(MRSA/Pseudomonas),True,Hx of CNS infection,0.92633975
MRSA/Pseudomonas,True,Hx of CNS infection,0.9225413
Pseudomonas.,True,Pseudomonas infection,0.98039454
avoid resistance,True,Rales,0.90950465
COPD:,False,Abnl heart sounds,0.8422208
Anxiety:,True,Mood swings,0.946419
Chest Pain:,True,Chest pain,0.9798962
Abdominal pain:,True,Abdominal pain,0.9843553
Nausea/vomiting.,True,Nausea and vomiting,0.9657314
/vomiting.,True,Persistent vomiting,0.93252003
Anxiety,True,Hunger,0.95820916
extensive GI bleeding,True,Vomiting after GI surgery,0.9180602
platelet count of 14,True,Hx of thrombocytopenia,0.8986347
dysfunctional platelets.,True,Drug induced platelet dysfunction,0.9473193
severe nausea,True,Vomiting,0.9272273
bloody stool,True,Choking sensation,0.9066683
renal insufficiency;,True,Renal insufficiency,0.97684443
"neutropenia,",True,Neutropenia due to infection,0.96117175
MDS,True,Melena,0.94240063
maintain her platelet count over 50,True,Hx of thrombocytopenia,0.8772844
Neutropenic fever:,True,"Neutropenic fever, unspecified",0.9913714
MDS treatment,True,MRSA carrier,0.9499459
neutropenic.,True,"Neutropenic fever, unspecified",0.96921575
"rash),",True,Drug rash,0.91125727
fluid overload,True,Body fluid retention,0.9117255
"afebrile,",True,Pseudomonas enteritis,0.8728526
afebrile,True,Pseudomonas enteritis,0.87815744
MDS:,True,MSSA carrier,0.9194193
dry nose.,True,Nasal dryness,0.9539082
hyponatremia.,True,Hyponatremia,0.988829
bilateral,True,Angry,0.94901574
pleural effusions.,True,Pleural effusion,0.9802116
C Diff colitis:,True,Ulcerative colitis of unspecified site w abscess,0.9475176
SDH,True,Croup,0.9402189
ICD,True,Presence of iud,0.8956814
meningitis proprolaxis,True,Prophylactic antibiotic administration,0.91767526
